% lines 11-1633 are apache, lines 1634-4003 are Java, lines 4003-5913 are JFace. (ver libro1.xlsx)
% 2 clases
% non-directive and semi-directive instances were taken as directive class

@RELATION "3_Apache_Java_JFace.arff"

@ATTRIBUTE text string
@ATTRIBUTE comment__class {directive,non-directive}

@DATA
" Creates an entry to store the data.\n ",non-directive
"<p>\n This implementation creates a new LinkEntry instance.\n \n",non-directive
"@param next  the next entry in sequence\n ",non-directive
"@param hashCode  the hash code to use\n ",non-directive
"@param key  the key to store\n ",non-directive
"@param value  the value to store\n ",non-directive
"@return the newly created entry\n",non-directive
" Removes an entry from the map and the linked list.\n ",non-directive
"<p>\n This implementation removes the entry from the linked list chain, then\n calls the superclass implementation.\n \n",directive
"@param entry  the entry to remove\n ",non-directive
"@param hashIndex  the index into the data structure\n ",non-directive
"@param previous  the previous entry in the chain\n",non-directive
" Constructs a new, empty map with the specified initial capacity and\n load factor. \n\n ",non-directive
"@param initialCapacity  the initial capacity\n ",non-directive
"@param loadFactor  the load factor\n ",non-directive
" Constructs a new entry.\n \n",non-directive
"@param next  the next entry in the hash bucket sequence\n ",non-directive
"@param hashCode  the hash code\n ",non-directive
"@param key  the key\n ",non-directive
"@param value  the value\n",non-directive
" Gets the current size of the map.\n ",non-directive
"The value is computed fresh each time the method is called.\n \n",non-directive
"@return the current size\n",non-directive
" Gets the value associated with the key.\n \n",non-directive
"@param key  the key to retrieve\n ",non-directive
"@return the associated value\n",non-directive
" Checks if the map contains the specified key.\n \n",non-directive
"@param key  the key to check\n ",non-directive
"@return true if found\n",non-directive
" Checks if the map contains the specified value.\n \n",non-directive
"@param value  the value to check\n ",non-directive
"@return true if found\n",non-directive
" Puts a new key value mapping into the map.\n \n",non-directive
"@param key  the key to use\n ",non-directive
"@param value  the value to use\n ",non-directive
"@return the previous mapping for the key\n",non-directive
" Removes the specified key from the map.\n \n",non-directive
"@param key  the key to remove\n ",non-directive
"@return the previous value at this key\n",non-directive
" Compares this map to another, as per the Map specification.\n \n",non-directive
"@param obj  the object to compare to\n ",non-directive
"@return true if equal\n",non-directive
" Gets the value mapped to the key specified.\n ",non-directive
"<p>\n This operation changes the position of the key in the map to the\n most recently used position (first).\n\n ",directive
"@param key  the key\n ",non-directive
"@return the mapped value, null if no match\n",non-directive
" Moves an entry to the MRU position at the end of the list.\n ",non-directive
"<p>\n This implementation moves the updated entry to the end of the list.\n\n ",directive
"@param entry  the entry to update\n",non-directive
" Updates an existing key-value mapping.\n ",non-directive
"<p>\n This implementation moves the updated entry to the top of the list\n using {@link #moveToMRU(AbstractLinkedMap.LinkEntry)}.\n\n ",directive
"@param entry  the entry to update\n ",non-directive
"@param newValue  the new value to store\n",non-directive
" Reuses an entry by removing it and moving it to a new place in the map.\n ",non-directive
"<p>\n This method uses {@link #removeEntry}, {@link #reuseEntry} and {@link #addEntry}.\n\n ",directive
"@param entry  the entry to reuse\n ",non-directive
"@param hashIndex  the index into the data array to store at\n ",non-directive
"@param hashCode  the hash code of the key to add\n ",non-directive
"@param key  the key to add\n ",non-directive
"@param value  the value to add\n",non-directive
" Whether this LRUMap will scan until a removable entry is found when the\n map is full.\n\n ",non-directive
"@return true if this map scans\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Constructs a new, empty map with the specified maximum size.\n\n ",non-directive
"@param maxSize  the maximum size of the map\n ",non-directive
"@param scanUntilRemovable  scan until a removeable entry is found, default false\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Constructs a new, empty map with the specified initial capacity and\n load factor.\n\n ",non-directive
"@param maxSize  the maximum size of the map\n ",non-directive
"@param loadFactor  the load factor\n ",non-directive
" Constructs a new, empty map with the specified initial capacity and\n load factor.\n\n ",non-directive
"@param maxSize  the maximum size of the ma\n ",non-directive
"@param loadFactor  the load factor\n ",non-directive
"@param scanUntilRemovable  scan until a removeable entry is found, default false\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Constructor copying elements from another map.\n ",non-directive
"<p>\n The maximum size is set from the map's size.\n\n ",non-directive
"@param map  the map to copy\n ",non-directive
" Constructor copying elements from another map.\n ",non-directive
"<p/>\n The maximum size is set from the map's size.\n\n ",non-directive
"@param map  the map to copy\n ",non-directive
"@param scanUntilRemovable  scan until a removeable entry is found, default false\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Sets the value.\n\n ",non-directive
"@param value  the new value to set\n ",non-directive
"@return the old value\n",non-directive
" Checks whether the map contains the specified value.\n \n",non-directive
"@param value  the value to search for\n ",non-directive
"@return true if the map contains the key\n",non-directive
" Unsupported operation.\n \n",non-directive
"@param key  the mapping to remove\n ",non-directive
"@return the value mapped to the removed key, null if key not in map\n ",non-directive
" Gets the entrySet view of the map.\n ",non-directive
"Changes made via <code>setValue</code> affect this map.\n ",directive
"To simply iterate through the entries, use {@link #mapIterator()}.\n \n",directive
"@return the entrySet view\n",non-directive
" Gets the unmodifiable keySet view of the map.\n ",non-directive
"Changes made to the view affect this map.\n ",directive
"To simply iterate through the keys, use {@link #mapIterator()}.\n \n",directive
"@return the keySet view\n",non-directive
" Gets the unmodifiable values view of the map.\n ",non-directive
"Changes made to the view affect this map.\n ",directive
"To simply iterate through the values, use {@link #mapIterator()}.\n \n",directive
"@return the values view\n",non-directive
" Compares the specified key to the stored key.\n \n",non-directive
"@param key  the key to compare\n ",non-directive
"@return true if equal\n",non-directive
" Compares this map with another.\n \n",non-directive
"@param obj  the object to compare to\n ",non-directive
"@return true if equal\n",non-directive
" Constructor specifying the key and value.\n\n ",non-directive
"@param key  the key to use\n ",non-directive
"@param value  the value to use\n",non-directive
" Gets the value mapped to the key specified.\n\n ",non-directive
"@param key  the key\n ",non-directive
"@return the mapped value, null if no match\n",non-directive
" Puts a key-value mapping into this map.\n\n ",non-directive
"@param key  the key to add\n ",non-directive
"@param value  the value to add\n ",non-directive
"@return the value previously mapped to this key, null if none\n",directive
" Removes the specified mapping from this map.\n\n ",non-directive
"@param key  the mapping to remove\n ",non-directive
"@return the value mapped to the removed key, null if key not in map\n",non-directive
" Gets the entry mapped to the key specified.\n ",non-directive
"<p>\n This method exists for subclasses that may need to perform a multi-step\n process accessing the entry. ",directive
"The public methods in this class don't use this\n method to gain a small performance boost.\n\n ",directive
"@param key  the key\n ",non-directive
"@return the entry, null if no match\n",non-directive
" Gets an iterator over the map.\n ",non-directive
"Changes made to the iterator affect this map.\n ",directive
"<p>\n A MapIterator returns the keys in the map. ",non-directive
"It also provides convenient\n methods to get the key and value, and set the value.\n ",non-directive
"It avoids the need to create an entrySet/keySet/values object.\n ",directive
"It also avoids creating the Map.Entry object.\n\n ",directive
"@return the map iterator\n",non-directive
" Gets the keySet view of the map.\n ",non-directive
"Changes made to the view affect this map.\n ",directive
"To simply iterate through the keys, use {@link #mapIterator()}.\n\n ",directive
"@return the keySet view\n",non-directive
" Compares this map with another.\n\n ",non-directive
"@param obj  the object to compare to\n ",non-directive
"@return true if equal\n",non-directive
" Compares two values for equals.\n ",non-directive
"This implementation uses <code>==</code>.\n\n ",non-directive
"@param value1  the first value to compare\n ",non-directive
"@param value2  the second value to compare\n ",non-directive
"@return true if equal by identity\n",non-directive
" Creates an entry to store the data.\n ",non-directive
"This implementation creates an IdentityEntry instance.\n\n ",non-directive
"@param next  the next entry in sequence\n ",non-directive
"@param hashCode  the hash code to use\n ",non-directive
"@param key  the key to store\n ",non-directive
"@param value  the value to store\n ",non-directive
"@return the newly created entry\n",non-directive
" Checks whether the map contains the specified key.\n\n ",non-directive
"@param key  the key to search for\n ",non-directive
"@return true if the map contains the key\n",non-directive
" Checks whether the map contains the specified value.\n\n ",non-directive
"@param value  the value to search for\n ",non-directive
"@return true if the map contains the value\n",non-directive
" Removes the specified mapping from this map.\n\n ",non-directive
"@param key  the mapping to remove\n ",non-directive
"@return the value mapped to the removed key, null if key not in map\n",non-directive
" Gets a MapIterator over the reference map.\n ",non-directive
"The iterator only returns valid key/value pairs.\n\n ",directive
"@return a map iterator\n",non-directive
" Compares two keys, in internal converted form, to see if they are equal.\n ",non-directive
"<p>\n This implementation converts the key from the entry to a real reference\n before comparison.\n\n ",directive
"@param key1  the first key to compare passed in from outside\n ",non-directive
"@param key2  the second key extracted from the entry via <code>entry.key</code>\n ",non-directive
"@return true if equal\n",non-directive
" Creates a ReferenceEntry instead of a HashEntry.\n\n ",non-directive
"@param next  the next entry in sequence\n ",non-directive
"@param hashCode  the hash code to use\n ",non-directive
"@param key  the key to store\n ",non-directive
"@param value  the value to store\n ",non-directive
"@return the newly created entry\n",non-directive
" Resolve enum from int.\n ",non-directive
"@param value\n ",non-directive
"@return ReferenceType\n ",non-directive
" Sets the value of the entry.\n\n ",non-directive
"@param obj  the object to store\n ",non-directive
"@return the previous value\n",non-directive
" Compares this map entry to another.\n ",non-directive
"<p>\n This implementation uses <code>isEqualKey</code> and\n <code>isEqualValue</code> on the main map for comparison.\n\n ",non-directive
"@param obj  the other map entry to compare to\n ",non-directive
"@return true if equal, false if not\n",non-directive
" Gets the hashcode of the entry using temporary hard references.\n ",non-directive
"<p>\n This implementation uses <code>hashEntry</code> on the main map.\n\n ",non-directive
"@return the hashcode of the entry\n",non-directive
" Constructs a reference of the given type to the given referent.\n ",non-directive
"The reference is registered with the queue for later purging.\n\n ",non-directive
"@param type  HARD, SOFT or WEAK\n ",non-directive
"@param referent  the object to refer to\n ",non-directive
"@param hash  the hash code of the <i>key</i> of the mapping;\n    this number might be different from referent.hashCode() if\n    the referent represents a value and not a key\n",directive
" Creates a new entry object for the ReferenceMap.\n\n ",non-directive
"@param parent  the parent map\n ",non-directive
"@param next  the next entry in the hash bucket\n ",non-directive
"@param hashCode  the hash code of the key\n ",non-directive
"@param key  the key\n ",non-directive
"@param value  the value\n",non-directive
" Gets the next key to the one specified using insert order.\n ",non-directive
"This method performs a list search to find the key and is O(n).\n \n",directive
"@param key  the key to find previous for\n ",non-directive
"@return the next key, null if no match or at start\n",non-directive
" Gets the previous key to the one specified using insert order.\n ",non-directive
"This method performs a list search to find the key and is O(n).\n \n",directive
"@param key  the key to find previous for\n ",non-directive
"@return the previous key, null if no match or at start\n",non-directive
" Puts the values contained in a supplied Map into the Map starting at\n the specified index.\n\n ",non-directive
"@param index the index in the Map to start at.\n ",non-directive
"@param map the Map containing the values to be added.\n",non-directive
" Gets a view over the keys in the map.\n ",non-directive
"<p>\n The Collection will be ordered by object insertion into the map.\n\n ",non-directive
"@see #keyList()\n ",non-directive
"@return the fully modifiable collection view over the keys\n",non-directive
" Gets a view over the keys in the map as a List.\n ",non-directive
"<p>\n The List will be ordered by object insertion into the map.\n ",non-directive
"The List is unmodifiable.\n\n ",directive
"@see #keySet()\n ",non-directive
"@return the unmodifiable list view over the keys\n ",non-directive
"@since Commons Collections 3.2\n",non-directive
" Gets a view over the values in the map.\n ",non-directive
"<p>\n The Collection will be ordered by object insertion into the map.\n ",non-directive
"<p>\n From Commons Collections 3.2, this Collection can be cast\n to a list, see {@link #valueList()}\n\n ",directive
"@see #valueList()\n ",non-directive
"@return the fully modifiable collection view over the values\n",non-directive
" Gets a view over the values in the map as a List.\n ",non-directive
"<p>\n The List will be ordered by object insertion into the map.\n ",non-directive
"The List supports remove and set, but does not support add.\n\n ",directive
"@see #values()\n ",non-directive
"@return the partially modifiable list view over the values\n ",non-directive
"@since Commons Collections 3.2\n",non-directive
" Gets a view over the entries in the map.\n ",non-directive
"<p>\n The Set will be ordered by object insertion into the map.\n\n ",non-directive
"@return the fully modifiable set view over the entries\n",non-directive
" Gets the value at the specified index.\n \n",non-directive
"@param index  the index to retrieve\n ",non-directive
"@return the key at the specified index\n ",non-directive
" Gets the index of the specified key.\n \n",non-directive
"@param key  the key to find the index of\n ",non-directive
"@return the index, or -1 if not found\n",non-directive
" Puts a key-value mapping into the map at the specified index.\n ",non-directive
"<p>\n If the map already contains the key, then the original mapping\n is removed and the new mapping added at the specified index.\n ",directive
"The remove may change the effect of the index. ",directive
"The index is\n always calculated relative to the original state of the map.\n ",directive
"<p>\n Thus the steps are: (1) remove the existing key-value mapping,\n then (2) insert the new key-value mapping at the position it\n would have been inserted had the remove not ocurred.\n\n ",directive
"@param index  the index at which the mapping should be inserted\n ",non-directive
"@param key  the key\n ",non-directive
"@param value  the value\n ",non-directive
"@return the value previously mapped to the key\n ",non-directive
"@since Commons Collections 3.2\n",non-directive
" Removes the element at the specified index.\n\n ",non-directive
"@param index  the index of the object to remove\n ",non-directive
"@return the removed value, or <code>null</code> if none existed\n ",non-directive
" Transforms a key.\n ",non-directive
"<p>\n The transformer itself may throw an exception if necessary.\n\n ",directive
"@param object  the object to transform\n ",non-directive
" Transforms a value.\n ",non-directive
"<p>\n The transformer itself may throw an exception if necessary.\n\n ",directive
"@param object  the object to transform\n ",non-directive
" Transforms a map.\n ",non-directive
"<p>\n The transformer itself may throw an exception if necessary.\n\n ",directive
"@param map  the map to transform\n ",non-directive
" Gets the collection being decorated.\n ",non-directive
"All access to the decorated collection goes via this method.\n \n",non-directive
"@return the decorated collection\n",non-directive
" Transforms a collection.\n ",non-directive
"<p>\n The transformer itself may throw an exception if necessary.\n \n",directive
"@param coll  the collection to transform\n ",non-directive
"@return a transformed object\n",non-directive
" Gets the size of this composite collection.\n ",non-directive
"<p>\n This implementation calls <code>size()</code> on each collection.\n\n ",directive
"@return total number of elements in all contained containers\n",non-directive
" Checks whether this composite collection is empty.\n ",non-directive
"<p>\n This implementation calls <code>isEmpty()</code> on each collection.\n\n ",directive
"@return true if all of the contained collections are empty\n",non-directive
" Checks whether this composite collection contains the object.\n ",non-directive
"<p>\n This implementation calls <code>contains()</code> on each collection.\n\n ",directive
"@param obj  the object to search for\n ",non-directive
"@return true if obj is contained in any of the contained collections\n",non-directive
" Returns an object array, populating the supplied array if possible.\n ",non-directive
"See <code>Collection</code> interface for full details.\n\n ",non-directive
"@param array  the array to use, populating if possible\n ",non-directive
"@return an array of all the elements in the collection\n",non-directive
" Adds an object to the collection, throwing UnsupportedOperationException\n unless a CollectionMutator strategy is specified.\n\n ",non-directive
"@param obj  the object to add\n ",non-directive
"@return true if the collection was modified\n ",non-directive
" Adds a collection of elements to this collection, throwing\n UnsupportedOperationException unless a CollectionMutator strategy is specified.\n\n ",non-directive
"@param coll  the collection to add\n ",non-directive
"@return true if the collection was modified\n ",non-directive
" Removes the elements in the specified collection from this composite collection.\n ",non-directive
"<p>\n This implementation calls <code>removeAll</code> on each collection.\n\n ",directive
"@param coll  the collection to remove\n ",non-directive
"@return true if the collection was modified\n ",non-directive
" Retains all the elements in the specified collection in this composite collection,\n removing all others.\n ",non-directive
"<p>\n This implementation calls <code>retainAll()</code> on each collection.\n\n ",directive
"@param coll  the collection to remove\n ",non-directive
"@return true if the collection was modified\n ",non-directive
" Create a Composite Collection with two collections.\n\n ",non-directive
"@param compositeCollection1  the Collection to be appended to the composite\n ",non-directive
"@param compositeCollection2  the Collection to be appended to the composite\n",non-directive
" Called when an object is to be added to the composite.\n\n ",directive
"@param composite  the CompositeCollection being changed\n ",non-directive
"@param collections  all of the Collection instances in this CompositeCollection\n ",non-directive
"@param obj  the object being added\n ",non-directive
"@return true if the collection is changed\n ",non-directive
" Called when a collection is to be added to the composite.\n\n ",directive
"@param composite  the CompositeCollection being changed\n ",non-directive
"@param collections  all of the Collection instances in this CompositeCollection\n ",non-directive
"@param coll  the collection being added\n ",non-directive
"@return true if the collection is changed\n ",non-directive
" Flushes the stream.  ",non-directive
"If the stream has saved any characters from the\n various write() methods in a buffer, write them immediately to their\n intended destination.  ",non-directive
"Then, if that destination is another character or\n byte stream, flush it.  ",non-directive
"Thus one flush() invocation will flush all the\n buffers in a chain of Writers and OutputStreams.\n \n",directive
" <p> If the intended destination of this stream is an abstraction provided\n by the underlying operating system, for example a file, then flushing the\n stream guarantees only that bytes previously written to the stream are\n passed to the operating system for writing; it does not guarantee that\n they are actually written to a physical device such as a disk drive.\n\n ",directive
" Specifies that all characters <i>c</i> in the range\n <code>low&nbsp;&lt;=&nbsp;<i>c</i>&nbsp;&lt;=&nbsp;high</code>\n are \"ordinary\" in this tokenizer. ",non-directive
"See the\n <code>ordinaryChar</code> method for more information on a\n character being ordinary.\n\n ",directive
"@param   low   the low end of the range.\n ",non-directive
"@param   hi    the high end of the range.\n ",non-directive
"@see     java.io.StreamTokenizer#ordinaryChar(int)\n",non-directive
" Reads characters into an array.  ",non-directive
"This method will block until some input\n is available, an I/O error occurs, or the end of the stream is reached.\n\n ",directive
"@param       cbuf  Destination buffer\n\n ",non-directive
"@return      The number of characters read, or -1 \n              if the end of the stream\n              has been reached\n\n ",directive
" Tells whether this stream is ready to be read.\n\n ",non-directive
"@return True if the next read() is guaranteed not to block for input,\n false otherwise.  ",directive
"Note that returning false does not guarantee that the\n next read will block.\n\n ",directive
" Reads up to <code>b.length</code> bytes of data from this file \n into an array of bytes. ",non-directive
"This method blocks until at least one byte \n of input is available. \n ",directive
"<p>\n Although <code>RandomAccessFile</code> is not a subclass of \n <code>InputStream</code>, this method behaves in exactly the \n same way as the {@link InputStream#read(byte[])} method of \n <code>InputStream</code>.\n\n ",directive
"@param      b   the buffer into which the data is read.\n ",non-directive
"@return     the total number of bytes read into the buffer, or\n             <code>-1</code> if there is no more data because the end of\n             this file has been reached.\n ",directive
" Writes the specified byte to this file. ",non-directive
"The write starts at \n the current file pointer.\n\n ",non-directive
"@param      b   the <code>byte</code> to be written.\n ",non-directive
" Reads the next line of text from this file.  ",non-directive
"This method successively\n reads bytes from the file, starting at the current file pointer, \n until it reaches a line terminator or the end\n of the file.  ",non-directive
"Each byte is converted into a character by taking the\n byte's value for the lower eight bits of the character and setting the\n high eight bits of the character to zero.  ",non-directive
"This method does not,\n therefore, support the full Unicode character set.\n\n ",directive
"<p> A line of text is terminated by a carriage-return character\n (<code>'&#92;r'</code>), a newline character (<code>'&#92;n'</code>), a\n carriage-return character immediately followed by a newline character,\n or the end of the file.  ",directive
"Line-terminating characters are discarded and\n are not included as part of the string returned.\n\n ",directive
"<p> This method blocks until a newline character is read, a carriage\n return and the byte following it are read (to see if it is a newline),\n the end of the file is reached, or an exception is thrown.\n\n ",directive
"@return     the next line of text from this file, or null if end\n             of file is encountered before even one byte is read.\n ",non-directive
" Reads in a string from this file. ",non-directive
"The string has been encoded \n using a\n <a href=\"DataInput.html#modified-utf-8\">modified UTF-8</a>\n format. \n ",directive
"<p>\n The first two bytes are read, starting from the current file \n pointer, as if by \n <code>readUnsignedShort</code>. ",directive
"This value gives the number of \n following bytes that are in the encoded string, not\n the length of the resulting string. ",directive
"The following bytes are then \n interpreted as bytes encoding characters in the modified UTF-8 format \n and are converted into characters. \n ",directive
"<p>\n This method blocks until all the bytes are read, the end of the \n stream is detected, or an exception is thrown. \n\n ",non-directive
"@return     a Unicode string.\n ",non-directive
"@see        java.io.RandomAccessFile#readUnsignedShort()\n",non-directive
" Converts the float argument to an <code>int</code> using the \n <code>floatToIntBits</code> method in class <code>Float</code>, \n and then writes that <code>int</code> value to the file as a \n four-byte quantity, high byte first. ",non-directive
"The write starts at the \n current position of the file pointer.\n\n ",non-directive
"@param      v   a <code>float</code> value to be written.\n ",non-directive
"@see        java.lang.Float#floatToIntBits(float)\n",non-directive
" Creates a <code>PushbackInputStream</code>\n with a pushback buffer of the specified <code>size</code>,\n and saves its  argument, the input stream\n <code>in</code>, for later use. ",non-directive
"Initially,\n there is no pushed-back byte  (the field\n <code>pushBack</code> is initialized to\n <code>-1</code>).\n\n ",non-directive
"@param  in    the input stream from which bytes will be read.\n ",non-directive
"@param  size  the size of the pushback buffer.\n ",non-directive
"@since  JDK1.1\n",non-directive
" Creates a <code>PushbackInputStream</code>\n and saves its  argument, the input stream\n <code>in</code>, for later use. ",non-directive
"Initially,\n there is no pushed-back byte  (the field\n <code>pushBack</code> is initialized to\n <code>-1</code>).\n\n ",directive
"@param   in   the input stream from which bytes will be read.\n",non-directive
" Prints a boolean value.  ",non-directive
"The string produced by <code>{@link\n java.lang.String#valueOf(boolean)}</code> is translated into bytes\n according to the platform's default character encoding, and these bytes\n are written in exactly the manner of the <code>{@link\n #write(int)}</code> method.\n\n ",directive
"@param      b   The <code>boolean</code> to be printed\n",non-directive
" Prints a double-precision floating-point number.  ",non-directive
"The string produced by\n <code>{@link java.lang.String#valueOf(double)}</code> is translated into\n bytes according to the platform's default character encoding, and these\n bytes are written in exactly the manner of the <code>{@link\n #write(int)}</code> method.\n\n ",directive
"@param      d   The <code>double</code> to be printed\n ",non-directive
"@see        java.lang.Double#toString(double)\n",non-directive
" Prints a long integer and then terminates the line.  ",non-directive
"This method behaves\n as though it invokes <code>{@link #print(long)}</code> and then\n <code>{@link #println()}</code>.\n\n ",directive
"@param x the <code>long</code> value to be printed\n",non-directive
" Creates a new PrintWriter, without automatic line flushing, with the\n specified file.  ",non-directive
"This convenience constructor creates the necessary\n intermediate {@link java.io.OutputStreamWriter OutputStreamWriter},\n which will encode characters using the {@linkplain\n java.nio.charset.Charset#defaultCharset() default charset} for this\n instance of the Java virtual machine.\n\n ",directive
"@param  file\n         The file to use as the destination of this writer.  ",non-directive
"If the file\n         exists then it will be truncated to zero size; otherwise, a new\n         file will be created.  ",directive
"The output will be written to the file\n         and is buffered.\n\n ",non-directive
"@since  1.5\n",non-directive
" Closes the stream.  ",non-directive
"This is done by flushing the stream and then closing\n the underlying output stream.\n\n ",non-directive
"@see        java.io.OutputStream#close()\n",non-directive
" Prints a boolean and then terminate the line.  ",non-directive
"This method behaves as\n though it invokes <code>{@link #print(boolean)}</code> and then\n <code>{@link #println()}</code>.\n\n ",directive
"@param x  The <code>boolean</code> to be printed\n",non-directive
" Prints a character and then terminate the line.  ",non-directive
"This method behaves as\n though it invokes <code>{@link #print(char)}</code> and then\n <code>{@link #println()}</code>.\n\n ",directive
"@param x  The <code>char</code> to be printed.\n",non-directive
" A convenience method to write a formatted string to this output stream\n using the specified format string and arguments.\n\n ",non-directive
"<p> An invocation of this method of the form <tt>out.printf(format,\n args)</tt> behaves in exactly the same way as the invocation\n\n <pre>\n     out.format(format, args) </pre>\n\n ",directive
"@param  format\n         A format string as described in <a\n         href=\"../util/Formatter.html#syntax\">Format string syntax</a>\n\n ",directive
"@param  args\n         Arguments referenced by the format specifiers in the format\n         string.  ",directive
"If there are more arguments than format specifiers, the\n         extra arguments are ignored.  ",directive
"The number of arguments is\n         variable and may be zero.  ",directive
"The maximum number of arguments is\n         limited by the maximum dimension of a Java array as defined by\n         the <a href=\"http://java.sun.com/docs/books/vmspec/\">Java\n         Virtual Machine Specification</a>.  ",directive
"The behaviour on a\n         <tt>null</tt> argument depends on the <a\n         href=\"../util/Formatter.html#syntax\">conversion</a>.\n\n ",non-directive
"For specification of all possible\n          formatting errors, see the <a\n          href=\"../util/Formatter.html#detail\">Details</a> section of the\n          formatter class specification.\n\n ",directive
"@return  This output stream\n\n ",non-directive
"@since  1.5\n",non-directive
" Connects this piped writer to a receiver. ",non-directive
"If this object\n is already connected to some other piped reader, an \n <code>IOException</code> is thrown.\n ",directive
"<p>\n If <code>snk</code> is an unconnected piped reader and \n <code>src</code> is an unconnected piped writer, they may \n be connected by either the call:\n <blockquote><pre>\n src.connect(snk)</pre></blockquote>\n or the call:\n <blockquote><pre>\n snk.connect(src)</pre></blockquote>\n The two calls have the same effect.\n\n ",directive
"@param      snk   the piped reader to connect to.\n ",non-directive
" Reads the next character of data from this piped stream.\n ",non-directive
"If no character is available because the end of the stream \n has been reached, the value <code>-1</code> is returned. \n ",directive
"This method blocks until input data is available, the end of\n the stream is detected, or an exception is thrown. \n\n ",directive
"@return     the next character of data, or <code>-1</code> if the end of the\n             stream is reached.\n ",directive
" Connects this piped output stream to a receiver. ",non-directive
"If this object\n is already connected to some other piped input stream, an \n <code>IOException</code> is thrown.\n ",directive
"<p>\n If <code>snk</code> is an unconnected piped input stream and \n <code>src</code> is an unconnected piped output stream, they may \n be connected by either the call:\n <blockquote><pre>\n src.connect(snk)</pre></blockquote>\n or the call:\n <blockquote><pre>\n snk.connect(src)</pre></blockquote>\n The two calls have the same effect.\n\n ",non-directive
"@param      snk   the piped input stream to connect to.\n ",non-directive
" Writes the specified <code>byte</code> to the piped output stream. \n ",non-directive
"<p>\n Implements the <code>write</code> method of <code>OutputStream</code>.\n\n ",non-directive
"@param      b   the <code>byte</code> to be written.\n ",non-directive
" Receives a byte of data.  ",non-directive
"This method will block if no input is\n available.\n ",directive
"@param b the byte being received\n ",non-directive
"@since     JDK1.1\n",non-directive
" Specify stream protocol version to use when writing the stream.\n\n ",non-directive
"<p>This routine provides a hook to enable the current version of\n Serialization to write in a format that is backwards compatible to a\n previous version of the stream format.\n\n ",non-directive
"<p>Every effort will be made to avoid introducing additional\n backwards incompatibilities; however, sometimes there is no\n other alternative.\n\n ",directive
"@param	version use ProtocolVersion from java.io.ObjectStreamConstants.\n ",directive
"@see java.io.ObjectStreamConstants#PROTOCOL_VERSION_1\n ",non-directive
"@see java.io.ObjectStreamConstants#PROTOCOL_VERSION_2\n ",non-directive
"@since	1.2\n",non-directive
" Put the value of the named double field into the persistent field.\n\n ",non-directive
"@param  name the name of the serializable field\n ",non-directive
"@param  val the value to assign to the field\n ",non-directive
" Writes an array of bytes. ",non-directive
"This method will block until the bytes\n are actually written.\n ",directive
"@param b	the data to be written\n ",non-directive
" Reads the persistent fields from the stream and makes them available by\n name.\n \n",non-directive
"@return	the <code>GetField</code> object representing the persistent\n 		fields of the object being deserialized\n ",non-directive
"@since 1.2\n",non-directive
" Reads up to <code>len</code> bytes of data from this input stream \n into an array of bytes. ",non-directive
"This method blocks until some input is available.\n ",directive
"<p>\n The <code>read</code> method of \n <code>LineNumberInputStream</code> repeatedly calls the \n <code>read</code> method of zero arguments to fill in the byte array.\n\n ",non-directive
"@param      b     the buffer into which the data is read.\n ",non-directive
"@param      off   the start offset of the data.\n ",non-directive
"@param      len   the maximum number of bytes read.\n ",non-directive
"@return     the total number of bytes read into the buffer, or\n             <code>-1</code> if there is no more data because the end of\n             this stream has been reached.\n ",directive
"@see        java.io.LineNumberInputStream#read()\n",non-directive
" Reads characters into a portion of an array.\n\n ",non-directive
"@param      cbuf     Destination buffer\n ",non-directive
"@param      offset   Offset at which to start storing characters\n ",non-directive
"@param      length   Maximum number of characters to read\n\n ",non-directive
"@return     The number of characters read, or -1 if the end of the \n             stream has been reached\n\n ",non-directive
" Creates an InputStreamReader that uses the given charset decoder.  ",non-directive
"</p>\n\n ",non-directive
"@param  in       An InputStream\n ",non-directive
"@param  dec      A charset decoder\n\n ",non-directive
"@since 1.4\n @spec JSR-51\n",non-directive
" Constructs a FileWriter object given a file name with a boolean\n indicating whether or not to append the data written.\n\n ",non-directive
"@param fileName  String The system-dependent filename.\n ",non-directive
"@param append    boolean if <code>true</code>, then data will be written\n                  to the end of the file rather than the beginning.\n ",non-directive
" Returns the unique {@link java.nio.channels.FileChannel FileChannel}\n object associated with this file output stream. ",non-directive
"</p>\n\n <p> The initial {@link java.nio.channels.FileChannel#position()\n </code>position<code>} of the returned channel will be equal to the\n number of bytes written to the file so far unless this stream is in\n append mode, in which case it will be equal to the size of the file.\n ",directive
"Writing bytes to this stream will increment the channel's position\n accordingly.  ",non-directive
"Changing the channel's position, either explicitly or by\n writing, will change this stream's file position.\n\n ",non-directive
"@return  the file channel associated with this file output stream\n\n ",non-directive
"@since 1.4\n @spec JSR-51\n",non-directive
" Creates an output file stream to write to the specified file \n descriptor, which represents an existing connection to an actual \n file in the file system.\n ",non-directive
"<p>\n First, if there is a security manager, its <code>checkWrite</code> \n method is called with the file descriptor <code>fdObj</code> \n argument as its argument.\n\n ",directive
"@param      fdObj   the file descriptor to be opened for writing\n ",non-directive
