% 1. Title: arff file created from Comments_WebOutput-Corrected-Java_(only comments and class).csv
% 2 clases
% null-directive and semi-directive instances were taken as directive class

@RELATION "1.1_Java_2Classes.arff"

@ATTRIBUTE text string
@ATTRIBUTE comment__class {directive,non-directive}

@DATA
"<p>If the argument is positive infinity, the result is \n <code>0x7f800000</code>. \n ",directive
"<p>If the argument is negative infinity, the result is \n <code>0xff800000</code>.\n ",directive
"<p>\n If the argument is NaN, the result is the integer representing\n the actual NaN value.  ",directive
"Unlike the <code>floatToIntBits</code>\n method, <code>floatToRawIntBits</code> does not collapse all the\n bit patterns encoding a NaN to a single &quot;canonical&quot;\n NaN value.\n ",directive
"<p>\n In all cases, the result is an integer that, when given to the\n {@link #intBitsToFloat(int)} method, will produce a\n floating-point value the same as the argument to\n <code>floatToRawIntBits</code>.\n ",non-directive
"@param   value   a floating-point number.\n ",non-directive
"@return the bits that represent the floating-point number.\n ",non-directive
"@since 1.3\n",non-directive
" Constructs an ExceptionInInitializerError with the specified detail \n message string.  ",non-directive
"A detail message is a String that describes this \n particular exception. ",non-directive
"The detail message string is saved for later \n retrieval by the {@link Throwable#getMessage()} method. ",non-directive
"There is no \n saved throwable object. \n\n\n ",directive
"@param s the detail message\n",non-directive
" Constructs a newly allocated <code>Double</code> object that\n represents the floating-point value of type <code>double</code>\n represented by the string. ",non-directive
"The string is converted to a\n <code>double</code> value as if by the <code>valueOf</code> method.\n\n ",directive
"@param      s   a string to be converted to a <code>Double</code>.\n ",non-directive
"@see        java.lang.Double#valueOf(java.lang.String)\n",non-directive
" Returns the <code>Class</code> object associated with the class or\n interface with the given string name, using the given class loader.\n ",non-directive
"Given the fully qualified name for a class or interface (in the same\n format returned by <code>getName</code>) this method attempts to\n locate, load, and link the class or interface.  ",non-directive
"The specified class\n loader is used to load the class or interface.  ",non-directive
"If the parameter\n <code>loader</code> is null, the class is loaded through the bootstrap\n class loader.  ",directive
"The class is initialized only if the\n <code>initialize</code> parameter is <code>true</code> and if it has\n not been initialized earlier.\n\n ",directive
"<p> If <code>name</code> denotes a primitive type or void, an attempt\n will be made to locate a user-defined class in the unnamed package whose\n name is <code>name</code>. ",directive
"Therefore, this method cannot be used to\n obtain any of the <code>Class</code> objects representing primitive\n types or void.\n\n ",directive
"<p> If <code>name</code> denotes an array class, the component type of\n the array class is loaded but not initialized.\n\n ",directive
"<p> For example, in an instance method the expression:\n\n <blockquote><pre>\n  Class.forName(\"Foo\")\n </pre></blockquote>\n\n is equivalent to:\n\n <blockquote><pre>\n  Class.forName(\"Foo\", true, this.getClass().getClassLoader())\n </pre></blockquote>\n\n Note that this method throws errors related to loading, linking or\n initializing as specified in Sections 12.2, 12.3 and 12.4 of <em>The\n Java Language Specification</em>.\n ",directive
"Note that this method does not check whether the requested class \n is accessible to its caller.\n\n ",directive
"<p> If the <code>loader</code> is <code>null</code>, and a security\n manager is present, and the caller's class loader is not null, then this\n method calls the security manager's <code>checkPermission</code> method\n with a <code>RuntimePermission(\"getClassLoader\")</code> permission to\n ensure it's ok to access the bootstrap class loader.\n\n ",directive
"@param name       fully qualified name of the desired class\n ",non-directive
"@param initialize whether the class must be initialized\n ",non-directive
"@param loader     class loader from which the class must be loaded\n ",non-directive
"@return           class object representing the desired class\n \n ",non-directive
"@see 	  java.lang.Class#forName(String) \n ",non-directive
"@see 	  java.lang.ClassLoader\n ",non-directive
"@since 	  1.2\n",non-directive
" Returns <tt>true</tt> if this class is a synthetic class;\n returns <tt>false</tt> otherwise.\n ",non-directive
"@return <tt>true</tt> if and only if this class is a synthetic class as\n         defined by the Java Language Specification.\n ",non-directive
"@since 1.5\n",non-directive
" Returns the  name of the entity (class, interface, array class,\n primitive type, or void) represented by this <tt>Class</tt> object,\n as a <tt>String</tt>.\n \n",non-directive
" <p> If this class object represents a reference type that is not an\n array type then the binary name of the class is returned, as specified\n by the Java Language Specification, Second Edition.\n\n ",directive
"<p> If this class object represents a primitive type or void, then the\n name returned is a <tt>String</tt> equal to the Java language\n keyword corresponding to the primitive type or void.\n \n",directive
" <p> If this class object represents a class of arrays, then the internal\n form of the name consists of the name of the element type preceded by\n one or more '<tt>[</tt>' characters representing the depth of the array\n nesting.  ",directive
"The encoding of element type names is as follows:\n\n <blockquote><table summary=\"Element types and encodings\">\n <tr><th> Element Type <th> &nbsp;&nbsp;&nbsp; <th> Encoding\n <tr><td> boolean      <td> &nbsp;&nbsp;&nbsp; <td align=center> Z\n <tr><td> byte         <td> &nbsp;&nbsp;&nbsp; <td align=center> B\n <tr><td> char         <td> &nbsp;&nbsp;&nbsp; <td align=center> C\n <tr><td> class or interface  \n                       <td> &nbsp;&nbsp;&nbsp; <td align=center> L<i>classname</i>;\n <tr><td> double       <td> &nbsp;&nbsp;&nbsp; <td align=center> D\n <tr><td> float        <td> &nbsp;&nbsp;&nbsp; <td align=center> F\n <tr><td> int          <td> &nbsp;&nbsp;&nbsp; <td align=center> I\n <tr><td> long         <td> &nbsp;&nbsp;&nbsp; <td align=center> J\n <tr><td> short        <td> &nbsp;&nbsp;&nbsp; <td align=center> S\n </table></blockquote>\n\n <p> The class or interface name <i>classname</i> is the binary name of\n the class specified above.\n\n ",directive
"<p> Examples:\n <blockquote><pre>\n String.class.getName()\n     returns \"java.lang.String\"\n byte.class.getName()\n     returns \"byte\"\n (new Object[3]).getClass().getName()\n     returns \"[Ljava.lang.Object;\"\n (new int[3][4][5][6][7][8][9]).getClass().getName()\n     returns \"[[[[[[[I\"\n </pre></blockquote>\n\n ",non-directive
"@return  the name of the class or interface\n          represented by this object.\n",non-directive
" Returns the class loader for the class.  ",non-directive
"Some implementations may use\n null to represent the bootstrap class loader. ",directive
"This method will return\n null in such implementations if this class was loaded by the bootstrap\n class loader.\n\n ",directive
"<p> If a security manager is present, and the caller's class loader is\n not null and the caller's class loader is not the same as or an ancestor of\n the class loader for the class whose class loader is requested, then\n this method calls the security manager's <code>checkPermission</code> \n method with a <code>RuntimePermission(\"getClassLoader\")</code> \n permission to ensure it's ok to access the class loader for the class.\n \n",directive
" <p>If this object\n represents a primitive type or void, null is returned.\n\n ",directive
"@return  the class loader that loaded the class or interface\n          represented by this object.\n ",non-directive
"@see java.lang.ClassLoader\n ",non-directive
"@see SecurityManager#checkPermission\n ",non-directive
"@see java.lang.RuntimePermission\n",non-directive
" Casts an object to the class or interface represented\n by this <tt>Class</tt> object.\n\n ",non-directive
"@param obj the object to be cast\n ",non-directive
"@return the object after casting, or null if obj is null\n\n ",directive
"@since 1.5\n",non-directive
" Determines if the specified character (Unicode code point) is a\n lowercase character.\n ",non-directive
"<p>\n A character is lowercase if its general category type, provided\n by {@link Character#getType getType(codePoint)}, is\n <code>LOWERCASE_LETTER</code>.\n ",non-directive
"<p>\n The following are examples of lowercase characters:\n <p><blockquote><pre>\n a b c d e f g h i j k l m n o p q r s t u v w x y z\n '&#92;u00DF' '&#92;u00E0' '&#92;u00E1' '&#92;u00E2' '&#92;u00E3' '&#92;u00E4' '&#92;u00E5' '&#92;u00E6' \n '&#92;u00E7' '&#92;u00E8' '&#92;u00E9' '&#92;u00EA' '&#92;u00EB' '&#92;u00EC' '&#92;u00ED' '&#92;u00EE'\n '&#92;u00EF' '&#92;u00F0' '&#92;u00F1' '&#92;u00F2' '&#92;u00F3' '&#92;u00F4' '&#92;u00F5' '&#92;u00F6'\n '&#92;u00F8' '&#92;u00F9' '&#92;u00FA' '&#92;u00FB' '&#92;u00FC' '&#92;u00FD' '&#92;u00FE' '&#92;u00FF'\n </pre></blockquote>\n <p> Many other Unicode characters are lowercase too.\n\n ",non-directive
"@param   codePoint the character (Unicode code point) to be tested.\n ",non-directive
"@return  <code>true</code> if the character is lowercase;\n          <code>false</code> otherwise.\n ",non-directive
"@see     java.lang.Character#isLowerCase(int)\n ",non-directive
"@see     java.lang.Character#isTitleCase(int)\n ",non-directive
"@see     java.lang.Character#toLowerCase(int)\n ",non-directive
"@see     java.lang.Character#getType(int)\n ",non-directive
"@since   1.5\n",non-directive
" Determines if the specified character is a letter or digit.\n ",non-directive
"<p>\n A character is considered to be a letter or digit if either\n <code>Character.isLetter(char ch)</code> or\n <code>Character.isDigit(char ch)</code> returns\n <code>true</code> for the character.\n\n ",non-directive
"<p><b>Note:</b> This method cannot handle <a\n href=\"#supplementary\"> supplementary characters</a>. ",directive
"To support\n all Unicode characters, including supplementary characters, use\n the {@link #isLetterOrDigit(int)} method.\n\n ",directive
"@param   ch   the character to be tested.\n ",non-directive
"@return  <code>true</code> if the character is a letter or digit;\n          <code>false</code> otherwise.\n ",non-directive
"@see     java.lang.Character#isDigit(char)\n ",non-directive
"@see     java.lang.Character#isJavaIdentifierPart(char)\n ",non-directive
"@see     java.lang.Character#isJavaLetter(char)\n ",non-directive
"@see     java.lang.Character#isJavaLetterOrDigit(char)\n ",non-directive
"@see     java.lang.Character#isLetter(char)\n ",non-directive
"@see     java.lang.Character#isUnicodeIdentifierPart(char)\n ",non-directive
"@since   1.0.2\n",non-directive
" Determines if the specified character may be part of a Java\n identifier as other than the first character.\n ",non-directive
"<p>\n A character may be part of a Java identifier if any of the following\n are true:\n \n ",non-directive
"--   it is a letter\n ",directive
"--   it is a currency symbol (such as <code>'$'</code>)\n ",non-directive
"--   it is a connecting punctuation character (such as <code>'_'</code>)\n ",non-directive
"--   it is a digit\n ",non-directive
"--   it is a numeric letter (such as a Roman numeral character)\n ",non-directive
"--   it is a combining mark\n ",non-directive
"--   it is a non-spacing mark\n ",non-directive
"--  <code>isIdentifierIgnorable</code> returns\n <code>true</code> for the character\n \n\n ",non-directive
"<p><b>Note:</b> This method cannot handle <a\n href=\"#supplementary\"> supplementary characters</a>. ",directive
"To support\n all Unicode characters, including supplementary characters, use\n the {@link #isJavaIdentifierPart(int)} method.\n\n ",directive
"@param   ch      the character to be tested.\n ",non-directive
"@return <code>true</code> if the character may be part of a\n          Java identifier; <code>false</code> otherwise.\n ",non-directive
"@see     java.lang.Character#isIdentifierIgnorable(char)\n ",non-directive
"@see     java.lang.Character#isJavaIdentifierStart(char)\n ",non-directive
"@see     java.lang.Character#isLetterOrDigit(char)\n ",non-directive
"@see     java.lang.Character#isUnicodeIdentifierPart(char)\n ",non-directive
"@see     javax.lang.model.SourceVersion#isIdentifier(CharSequence)\n ",non-directive
"@since   1.1\n",non-directive
" Determines if the character (Unicode code point) may be part of a Java\n identifier as other than the first character.\n ",non-directive
"<p>\n A character may be part of a Java identifier if any of the following\n are true:\n \n ",non-directive
"--   it is a letter\n ",non-directive
"--   it is a currency symbol (such as <code>'$'</code>)\n ",non-directive
"--   it is a connecting punctuation character (such as <code>'_'</code>)\n ",non-directive
"--   it is a digit\n ",non-directive
"--   it is a numeric letter (such as a Roman numeral character)\n ",non-directive
"--   it is a combining mark\n ",non-directive
"--   it is a non-spacing mark\n ",non-directive
"--  {@link #isIdentifierIgnorable(int)\n isIdentifierIgnorable(codePoint)} returns <code>true</code> for\n the character\n \n\n ",non-directive
"@param   codePoint the character (Unicode code point) to be tested.\n ",non-directive
"@return <code>true</code> if the character may be part of a\n          Java identifier; <code>false</code> otherwise.\n ",non-directive
"@see     java.lang.Character#isIdentifierIgnorable(int)\n ",non-directive
"@see     java.lang.Character#isJavaIdentifierStart(int)\n ",non-directive
"@see     java.lang.Character#isLetterOrDigit(int)\n ",non-directive
"@see     java.lang.Character#isUnicodeIdentifierPart(int)\n ",non-directive
"@see     javax.lang.model.SourceVersion#isIdentifier(CharSequence)\n ",non-directive
"@since   1.5\n",non-directive
" Determines if the specified character is permissible as the\n first character in a Unicode identifier.\n ",non-directive
"<p>\n A character may start a Unicode identifier if and only if\n one of the following conditions is true:\n \n ",non-directive
"--  {@link #isLetter(char) isLetter(ch)} returns <code>true</code>\n ",non-directive
"--  {@link #getType(char) getType(ch)} returns \n      <code>LETTER_NUMBER</code>.\n ",non-directive
"\n\n ",non-directive
"<p><b>Note:</b> This method cannot handle <a\n href=\"#supplementary\"> supplementary characters</a>. ",directive
"To support\n all Unicode characters, including supplementary characters, use\n the {@link #isUnicodeIdentifierStart(int)} method.\n\n ",directive
"@param   ch      the character to be tested.\n ",non-directive
"@return  <code>true</code> if the character may start a Unicode \n          identifier; <code>false</code> otherwise.\n ",non-directive
"@see     java.lang.Character#isJavaIdentifierStart(char)\n ",non-directive
"@see     java.lang.Character#isLetter(char)\n ",non-directive
"@see     java.lang.Character#isUnicodeIdentifierPart(char)\n ",non-directive
"@since   1.1\n",non-directive
" Determines if the specified character (Unicode code point) is\n white space according to Java.  ",non-directive
"A character is a Java\n whitespace character if and only if it satisfies one of the\n following criteria:\n \n ",non-directive
"--  It is a Unicode space character ({@link #SPACE_SEPARATOR},\n      {@link #LINE_SEPARATOR}, or {@link #PARAGRAPH_SEPARATOR}) \n      but is not also a non-breaking space (<code>'&#92;u00A0'</code>,\n      <code>'&#92;u2007'</code>, <code>'&#92;u202F'</code>).\n ",non-directive
"--  It is <code>'&#92;u0009'</code>, HORIZONTAL TABULATION.\n ",non-directive
"--  It is <code>'&#92;u000A'</code>, LINE FEED.\n ",non-directive
"--  It is <code>'&#92;u000B'</code>, VERTICAL TABULATION.\n ",non-directive
"--  It is <code>'&#92;u000C'</code>, FORM FEED.\n ",non-directive
"--  It is <code>'&#92;u000D'</code>, CARRIAGE RETURN.\n ",non-directive
"--  It is <code>'&#92;u001C'</code>, FILE SEPARATOR.\n ",non-directive
"--  It is <code>'&#92;u001D'</code>, GROUP SEPARATOR.\n ",non-directive
"--  It is <code>'&#92;u001E'</code>, RECORD SEPARATOR.\n ",non-directive
"--  It is <code>'&#92;u001F'</code>, UNIT SEPARATOR.\n ",non-directive
"\n ",non-directive
"<p>\n\n ",non-directive
"@param   codePoint the character (Unicode code point) to be tested.\n ",non-directive
"@return  <code>true</code> if the character is a Java whitespace\n          character; <code>false</code> otherwise.\n ",non-directive
"@see     java.lang.Character#isSpaceChar(int)\n ",non-directive
"@since   1.5\n",non-directive
" Returns a value indicating a character's general category.\n\n ",non-directive
"@param   codePoint the character (Unicode code point) to be tested.\n ",non-directive
"@return  a value of type <code>int</code> representing the \n          character's general category.\n ",non-directive
"@see     Character#COMBINING_SPACING_MARK COMBINING_SPACING_MARK\n ",non-directive
"@see     Character#CONNECTOR_PUNCTUATION CONNECTOR_PUNCTUATION\n ",non-directive
"@see     Character#CONTROL CONTROL\n ",non-directive
"@see     Character#CURRENCY_SYMBOL CURRENCY_SYMBOL\n ",non-directive
"@see     Character#DASH_PUNCTUATION DASH_PUNCTUATION\n ",non-directive
"@see     Character#DECIMAL_DIGIT_NUMBER DECIMAL_DIGIT_NUMBER\n ",non-directive
"@see     Character#ENCLOSING_MARK ENCLOSING_MARK\n ",non-directive
"@see     Character#END_PUNCTUATION END_PUNCTUATION\n ",non-directive
"@see     Character#FINAL_QUOTE_PUNCTUATION FINAL_QUOTE_PUNCTUATION\n ",non-directive
"@see     Character#FORMAT FORMAT\n ",non-directive
"@see     Character#INITIAL_QUOTE_PUNCTUATION INITIAL_QUOTE_PUNCTUATION\n ",non-directive
"@see     Character#LETTER_NUMBER LETTER_NUMBER\n ",non-directive
"@see     Character#LINE_SEPARATOR LINE_SEPARATOR\n ",non-directive
"@see     Character#LOWERCASE_LETTER LOWERCASE_LETTER\n ",non-directive
"@see     Character#MATH_SYMBOL MATH_SYMBOL\n ",non-directive
"@see     Character#MODIFIER_LETTER MODIFIER_LETTER\n ",non-directive
"@see     Character#MODIFIER_SYMBOL MODIFIER_SYMBOL\n ",non-directive
"@see     Character#NON_SPACING_MARK NON_SPACING_MARK\n ",non-directive
"@see     Character#OTHER_LETTER OTHER_LETTER\n ",non-directive
"@see     Character#OTHER_NUMBER OTHER_NUMBER\n ",non-directive
"@see     Character#OTHER_PUNCTUATION OTHER_PUNCTUATION\n ",non-directive
"@see     Character#OTHER_SYMBOL OTHER_SYMBOL\n ",non-directive
"@see     Character#PARAGRAPH_SEPARATOR PARAGRAPH_SEPARATOR\n ",non-directive
"@see     Character#PRIVATE_USE PRIVATE_USE\n ",non-directive
"@see     Character#SPACE_SEPARATOR SPACE_SEPARATOR\n ",non-directive
"@see     Character#START_PUNCTUATION START_PUNCTUATION\n ",non-directive
"@see     Character#SURROGATE SURROGATE\n ",non-directive
"@see     Character#TITLECASE_LETTER TITLECASE_LETTER\n ",non-directive
"@see     Character#UNASSIGNED UNASSIGNED\n ",non-directive
"@see     Character#UPPERCASE_LETTER UPPERCASE_LETTER\n ",non-directive
"@since   1.5\n",non-directive
" Returns a <code>Boolean</code> with a value represented by the\n specified string.  ",non-directive
"The <code>Boolean</code> returned represents a\n true value if the string argument is not <code>null</code>\n and is equal, ignoring case, to the string {@code \"true\"}.\n\n ",directive
"@param   s   a string.\n ",non-directive
"@return  the <code>Boolean</code> value represented by the string.\n",non-directive
" Removes the next reference object in this queue, blocking until either\n one becomes available or the given timeout period expires.\n\n ",non-directive
"<p> This method does not offer real-time guarantees: It schedules the\n timeout as if by invoking the {@link Object#wait(long)} method.\n\n ",directive
"@param  timeout  If positive, block for up to <code>timeout</code>\n                  milliseconds while waiting for a reference to be\n                  added to this queue.  ",directive
"If zero, block indefinitely.\n\n ",directive
"@return  A reference object, if one was available within the specified\n          timeout period, otherwise <code>null</code>\n\n ",directive
" Constructs an AnnotationTypeMismatchException for the specified\n annotation type element and found data type.\n\n ",non-directive
"@param element the <tt>Method</tt> object for the annotation element\n ",non-directive
"@param foundType the (erroneous) type of data found in the annotation.\n        ",non-directive
"This string may, but is not required to, contain the value\n        as well.  ",directive
"The exact format of the string is unspecified.\n",directive
" Return <tt>true</tt> if the integer argument includes the\n <tt>protected</tt> modifier, <tt>false</tt> otherwise.\n\n ",non-directive
"@param 	mod a set of modifiers\n ",non-directive
"@return <tt>true</tt> if <code>mod</code> includes the\n <tt>protected</tt> modifier; <tt>false</tt> otherwise.\n",non-directive
" Return <tt>true</tt> if the integer argument includes the\n <tt>strictfp</tt> modifier, <tt>false</tt> otherwise.\n\n ",non-directive
"@param 	mod a set of modifiers\n ",non-directive
"@return <tt>true</tt> if <code>mod</code> includes the\n <tt>strictfp</tt> modifier; <tt>false</tt> otherwise.\n",non-directive
" Returns the default value for the annotation member represented by\n this <tt>Method</tt> instance.  ",non-directive
"If the member is of a primitive type,\n an instance of the corresponding wrapper type is returned. ",directive
"Returns\n null if no default is associated with the member, or if the method\n instance does not represent a declared member of an annotation type.\n\n ",directive
"@return the default value for the annotation member represented\n     by this <tt>Method</tt> instance.\n ",non-directive
"@since  1.5\n",non-directive
" Returns <tt>true</tt> if this member was introduced by\n the compiler; returns <tt>false</tt> otherwise.\n\n ",non-directive
"@return true if and only if this member was introduced by\n the compiler.\n ",non-directive
"@since 1.5\n",non-directive
" Sets the field represented by this <code>Field</code> object on the\n specified object argument to the specified new value. ",non-directive
"The new\n value is automatically unwrapped if the underlying field has a\n primitive type.\n\n ",directive
"<p>The operation proceeds as follows:\n\n <p>If the underlying field is static, the <code>obj</code> argument is\n ignored; it may be null.\n\n ",non-directive
"<p>Otherwise the underlying field is an instance field.  ",non-directive
"If the\n specified object argument is null, the method throws a\n <code>NullPointerException</code>.  ",non-directive
"If the specified object argument is not\n an instance of the class or interface declaring the underlying\n field, the method throws an <code>IllegalArgumentException</code>.\n\n ",non-directive
"<p>If this <code>Field</code> object enforces Java language access control, and\n the underlying field is inaccessible, the method throws an\n <code>IllegalAccessException</code>.\n\n ",non-directive
"<p>If the underlying field is final, the method throws an\n <code>IllegalAccessException</code> unless\n <code>setAccessible(true)</code> has succeeded for this field\n and this field is non-static. ",non-directive
"Setting a final field in this way\n is meaningful only during deserialization or reconstruction of\n instances of classes with blank final fields, before they are\n made available for access by other parts of a program. ",directive
"Use in\n any other context may have unpredictable effects, including cases\n in which other parts of a program continue to use the original\n value of this field.\n\n ",directive
"<p>If the underlying field is of a primitive type, an unwrapping\n conversion is attempted to convert the new value to a value of\n a primitive type.  ",non-directive
"If this attempt fails, the method throws an\n <code>IllegalArgumentException</code>.\n\n ",non-directive
"<p>If, after possible unwrapping, the new value cannot be\n converted to the type of the underlying field by an identity or\n widening conversion, the method throws an\n <code>IllegalArgumentException</code>.\n\n ",directive
"<p>If the underlying field is static, the class that declared the\n field is initialized if it has not already been initialized.\n\n ",non-directive
"<p>The field is set to the possibly unwrapped and widened new value.\n\n ",non-directive
"<p>If the field is hidden in the type of <code>obj</code>,\n the field's value is set according to the preceding rules.\n\n ",non-directive
"@param obj the object whose field should be modified\n ",directive
"@param value the new value for the field of <code>obj</code>\n being modified\n \n ",non-directive
" Returns an array of <code>Class</code> objects that represent the types\n of exceptions declared to be thrown by the underlying constructor\n represented by this <code>Constructor</code> object.  ",non-directive
"Returns an array of\n length 0 if the constructor declares no exceptions in its <code>throws</code> clause.\n\n ",non-directive
"@return the exception types declared as being thrown by the\n constructor this object represents\n",non-directive
" Returns <tt>true</tt> if this constructor was declared to take\n a variable number of arguments; returns <tt>false</tt>\n otherwise.\n\n ",non-directive
"@return <tt>true</tt> if an only if this constructor was declared to\n take a variable number of arguments.\n ",non-directive
"@since 1.5\n",non-directive
" Returns the value of the indexed component in the specified\n array object, as a <code>char</code>.\n\n ",non-directive
"@param array the array\n ",non-directive
"@param index the index\n ",non-directive
"@return the value of the indexed component in the specified array\n ",non-directive
"@see Array#get\n",non-directive
" Returns the value of the indexed component in the specified\n array object, as a <code>short</code>.\n\n ",non-directive
"@param array the array\n ",non-directive
"@param index the index\n ",non-directive
"@return the value of the indexed component in the specified array\n ",non-directive
"@see Array#get\n",non-directive
" Returns the value of the indexed component in the specified\n array object, as a <code>long</code>.\n\n ",non-directive
"@param array the array\n ",non-directive
"@param index the index\n ",non-directive
"@return the value of the indexed component in the specified array\n ",non-directive
"@see Array#get\n",non-directive
" Returns true if an annotation for the specified type\n is present on this element, else false.  ",non-directive
"This method\n is designed primarily for convenient access to marker annotations.\n\n ",directive
"@param annotationClass the Class object corresponding to the\n        annotation type\n ",non-directive
"@return true if an annotation for the specified annotation\n     type is present on this element, else false\n ",non-directive
"@since 1.5\n",non-directive
" Returns the Java virtual machine specification vendor. \n ",non-directive
"This method is equivalent to {@link System#getProperty \n System.getProperty(\"java.vm.specification.vendor\")}.\n\n ",directive
"@return the Java virtual machine specification vendor.\n\n ",non-directive
"@see java.lang.SecurityManager#checkPropertyAccess(java.lang.String)\n ",non-directive
"@see java.lang.System#getProperty\n",non-directive
"\n Returns the maximum amount of memory in bytes that can be \n used for memory management.  ",non-directive
"This method returns <tt>-1</tt> \n if the maximum memory size is undefined.\n\n ",directive
"<p> This amount of memory is not guaranteed to be available \n for memory management if it is greater than the amount of \n committed memory.  ",directive
"The Java virtual machine may fail to allocate \n memory even if the amount of used memory does not exceed this \n maximum size.\n \n",directive
"@return the maximum amount of memory in bytes; \n <tt>-1</tt> if undefined.\n",non-directive
"\n Returns the current memory usage of the heap that\n is used for object allocation.  ",non-directive
"The heap consists \n of one or more memory pools.  ",non-directive
"The <tt>used</tt>\n and <tt>committed</tt> size of the returned memory\n usage is the sum of those values of all heap memory pools\n whereas the <tt>init</tt> and <tt>max</tt> size of the\n returned memory usage represents the setting of the heap\n memory which may not be the sum of those of all heap\n memory pools.\n ",non-directive
"<p>\n The amount of used memory in the returned memory usage\n is the amount of memory occupied by both live objects\n and garbage objects that have not been collected, if any.\n\n ",non-directive
"<p>\n <b>MBeanServer access</b>:<br>\n The mapped type of <tt>MemoryUsage</tt> is\n <tt>CompositeData</tt> with attributes as specified in \n {@link MemoryUsage#from MemoryUsage}.\n\n ",directive
"@return a {@link MemoryUsage} object representing \n the heap memory usage.\n",non-directive
" Returns an integer number format for the current default locale. ",non-directive
"The\n returned number format is configured to round floating point numbers\n to the nearest integer using half-even rounding (see {@link\n java.math.RoundingMode#HALF_EVEN RoundingMode.HALF_EVEN}) for formatting,\n and to parse only the integer part of an input string (see {@link\n #isParseIntegerOnly isParseIntegerOnly}).\n\n ",directive
"@see #getRoundingMode()\n ",non-directive
"@return a number format for integer values\n ",non-directive
"@since 1.4\n",non-directive
" Formats an object to produce a string. ",non-directive
"This is equivalent to\n <blockquote>\n {@link #format(Object, StringBuffer, FieldPosition) format}<code>(obj,\n         new StringBuffer(), new FieldPosition(0)).toString();</code>\n </blockquote>\n\n ",non-directive
"@param obj    The object to format\n ",non-directive
"@return       Formatted string.\n ",non-directive
" Parses text from a string to produce an object.\n ",non-directive
"<p>\n The method attempts to parse text starting at the index given by\n <code>pos</code>.\n ",non-directive
"If parsing succeeds, then the index of <code>pos</code> is updated\n to the index after the last character used (parsing does not necessarily\n use all characters up to the end of the string), and the parsed\n object is returned. ",non-directive
"The updated <code>pos</code> can be used to\n indicate the starting point for the next call to this method.\n ",directive
"If an error occurs, then the index of <code>pos</code> is not\n changed, the error index of <code>pos</code> is set to the index of\n the character where the error occurred, and null is returned.\n\n ",directive
"@param source A <code>String</code>, part of which should be parsed.\n ",non-directive
"@param pos A <code>ParsePosition</code> object with index and error\n            index information as described above.\n ",non-directive
"@return An <code>Object</code> parsed from the string. ",non-directive
"In case of\n         error, returns null.\n ",directive
" Parses text from the beginning of the given string to produce an object.\n ",non-directive
"The method may not use the entire text of the given string.\n\n ",directive
"@param source A <code>String</code> whose beginning should be parsed.\n ",non-directive
"@return An <code>Object</code> parsed from the string.\n ",non-directive
" Set the grouping size. ",non-directive
"Grouping size is the number of digits between\n grouping separators in the integer portion of a number.  ",non-directive
"For example,\n in the number \"123,456.78\", the grouping size is 3.\n <br>\n",directive
" The value passed in is converted to a byte, which may lose information.\n ",directive
"@see #getGroupingSize\n ",non-directive
"@see java.text.NumberFormat#setGroupingUsed\n ",non-directive
"@see java.text.DecimalFormatSymbols#setGroupingSeparator\n",non-directive
" Creates a DecimalFormat using the given pattern and the symbols\n for the default locale. ",non-directive
"This is a convenient way to obtain a\n DecimalFormat when internationalization is not the main concern.\n ",directive
"<p>\n To obtain standard formats for a given locale, use the factory methods\n on NumberFormat such as getNumberInstance. ",directive
"These factories will\n return the most appropriate sub-class of NumberFormat for a given\n locale.\n\n ",non-directive
"@param pattern A non-localized pattern string.\n ",non-directive
"@see java.text.NumberFormat#getInstance\n ",non-directive
"@see java.text.NumberFormat#getNumberInstance\n ",non-directive
"@see java.text.NumberFormat#getCurrencyInstance\n ",non-directive
"@see java.text.NumberFormat#getPercentInstance\n",non-directive
" Gets localized date-time pattern characters. ",non-directive
"For example: 'u', 't', etc.\n ",non-directive
"@return the localized date-time pattern characters.\n",non-directive
" Gets the date formatter with the given formatting style\n for the default locale.\n ",non-directive
"@param style the given formatting style. ",non-directive
"For example,\n SHORT for \"M/d/yy\" in the US locale.\n ",non-directive
"@return a date formatter.\n",non-directive
" Set the calendar to be used by this date format.  ",non-directive
"Initially, the default\n calendar for the specified or default locale is used.\n ",directive
"@param newCalendar the new Calendar to be used by the date format\n",non-directive
" Compare this CollationKey to the target CollationKey. ",non-directive
"The collation rules of the\n Collator object which created these keys are applied. ",non-directive
"<strong>Note:</strong>\n CollationKeys created by different Collators can not be compared.\n ",directive
"@param target target CollationKey\n ",non-directive
"@return Returns an integer value. ",non-directive
"Value is less than zero if this is less\n than target, value is zero if this and target are equal and value is greater than\n zero if this is greater than target.\n ",non-directive
"@see java.text.Collator#compare\n",non-directive
" Get the previous collation element in the string.  ",non-directive
"<p>This iterator iterates\n over a sequence of collation elements that were built from the string.\n ",non-directive
"Because there isn't necessarily a one-to-one mapping from characters to\n collation elements, this doesn't mean the same thing as \"return the\n collation element [or ordering priority] of the previous character in the\n string\".</p>\n <p>This function updates the iterator's internal pointer to point to the\n collation element preceding the one it's currently pointing to and then\n returns that element, while next() returns the current element and then\n updates the pointer.  ",directive
