@relation 'textMining01.csv_balanced(randomized)'

@attribute text string
@attribute is_directive {directive,non-directive}

@data
'If the region containing the position is replaced,\n the position is placed at the same location inside the replacement text, but\n always inside the replacement text.\n\n ',directive
' Sets the margins for layouts created with this factory. ',non-directive
' Returns the original (before applying diff information) line range of this change region.\n\n @return the original (before applying diff information) line range of this change region\n',directive
?,non-directive
'<p>\n This information is typically used by the wizard to decide\n when it is okay to move on to the next page or finish up.\n ',directive
?,non-directive
'The font\'s name is used as font family, a <code>sans-serif</code> default font family is\n appended for the case that the given font name is not available.\n ',directive
' The label for next buttons.\n',non-directive
'Returns the default-default value (the empty string <code>\"\"</code>)\n if there is no preference with the given name, or if the current value \n cannot be treated as a string.\n\n ',directive
'<p>\n The default implementation of this framework method calls\n <code>performHelp</code> on the currently active page.\n ',directive
'@link Range}\n',directive
'@return the error message, or <code>null</code> if none\n',directive
'<p>The dialog framework consists of an abstract base class (<tt>Dialog</tt>),\nalong with more concrete dialog subclasses for displaying messages (<tt>MessageDialog</tt>),\nsoliciting text input (<tt>InputDialog</tt>), and displaying progress during\na long-running operation (<tt>ProgressMonitorDialog</tt>).\n',directive
' Manages SWT resources for a particular device.\n  \n <p>\n IMPORTANT: in most cases clients should use a <code>LocalResourceManager</code> instead of a\n <code>DeviceResourceManager</code>. To create a resource manager on a particular display, \n use <code>new LocalResourceManager(JFaceResources.getResources(myDisplay))</code>.\n <code>DeviceResourceManager</code> should only be used directly when managing\n resources for a device other than a Display (such as a printer).  \n </p>\n \n @see LocalResourceManager\n \n @since 3.1\n',directive
?,non-directive
'@param entryNamesAndValues the names (labels) and underlying values to populate the combo widget.  ',non-directive
?,non-directive
'@param comparator  the comparator to use, may be null for natural order\n ',directive
'The\n title of the preference page is used for the node label. ',directive
' Returns whether this wizard needs a progress monitor.\n <p>\n The result of this method is typically used by the container.\n </p>\n\n @return <code>true</code> if a progress monitor is required,\n   and <code>false</code> if none is needed\n',directive
' The number of pixels to blow up the keep-up zone.\n\n ',non-directive
' Checks to see if there are more entries still to be iterated.\n\n ',non-directive
' The dialog area; <code>null</code> until dialog is layed out.\n',directive
' Sets whether the dialog should be opened before the operation is run.\n NOTE: Setting this to false and not forking a process may starve any\n asyncExec that tries to open the dialog later.\n \n @param openOnRun\n            <code>true</code> to open the dialog before run,\n            <code>false</code> to only create the dialog, but not open\n            it\n @since 3.0\n',directive
'@return The preference store; this value may be <code>null</code> if no\n         preference is being used.\n',directive
' Sets whether this wizard needs a progress monitor.\n \n @param b\n            <code>true</code> if a progress monitor is required, and\n            <code>false</code> if none is needed\n @see #needsProgressMonitor()\n',directive
'@see #setValidateStrategy\n',non-directive
'@param parent the parent of the field editor\'s control\n',non-directive
'Changing a property of the factory\n will affect future layouts created by the factory, but has no effect on\n layouts that have already been created.\n \n',directive
'<li>Typed - ensures that only elements that are of a specific type can be added\n',directive
'<h4><a name=\"extension\">Platform Extension</a></h4>\n\nA Java virtual machine implementation may add its platform extension to\nthe management interface by defining platform-dependent\ninterfaces that extend the standard management interfaces to include\nplatform-specific metrics and management operations.  \n',directive
'Public equivalent to\n <code>setSelectedNodePreference</code>.\n \n',directive
'@return the cancel button or <code>null</code>\n \n ',directive
' Horizontal margin in dialog units (value 7).\n',non-directive
'As with Handlers, additional Formatters \n                          may be developed by third parties.\n',directive
' Creates a RowLayoutFactory that creates RowLayouts with the default SWT\n values.\n \n <p>\n Initial values are:\n </p>\n \n <ul>\n <li>margins(0,0)</li>\n <li>extendedMargins(3,3,3,3)</li>\n <li>wrap(true)</li>\n <li>pack(true)</li>\n <li>fill(false)</li>\n <li>justify(false)</li>\n <li>spacing(3)</li>\n </ul>\n \n @return a RowLayoutFactory that creates RowLayouts as though created with\n         their default constructor\n @see #fillDefaults\n',directive
'@param model the annotation model, possibly <code>null</code>\n ',directive
' A ErrorSupportProvider defines the area to be shown in an error dialog for extra support information.\n @since 3.3\n\n',directive
?,non-directive
'</p>\n <p>\n Note that the preferred way of re-initializing a preference to its\n default value is to call <code>setToDefault</code>.\n ',directive
'@see IProgressMonitor#worked(int)\n',non-directive
' Shortens the given text <code>textValue</code> so that its width in\n pixels does not exceed the width of the given control. Overrides\n characters in the center of the original string with an ellipsis (\"...\")\n if necessary. If a <code>null</code> value is given, <code>null</code>\n is returned.\n \n @param textValue\n            the original string or <code>null</code>\n @param control\n            the control the string will be displayed on\n @return the string to display, or <code>null</code> if null was passed\n         in\n \n @since 3.0\n',directive
'@param array  the array over which to iterate\n ',non-directive
'For example, if a dialog returns \n <code>false</code>, but also sets a style bit for a \n SWT.RESIZE border, the style bit will be honored.\n \n',directive
' Set the manager for the preferences.\n @param manager The manager to set.\n \n @since 3.1\n',non-directive
'It consists\n of a label displaying the task and subtask name, and a\n progress indicator to show progress. ',non-directive
?,non-directive
' Creates a new string field editor \n',non-directive
'@since 3.1\n',non-directive
'A size\n        of 0 has special semantics defined by GridLayout.\n ',directive
'@return a new FontDescriptor with the height, in points\n ',non-directive
'@param size\n            the page size encoded as <code>new Point(width,height)</code>\n ',non-directive
'Preference\n pages are considered valid by default; call <code>setValid(false)</code>\n to make a page invalid.\n ',directive
' @param display the display the color is from\n @return the background Color for widgets that display errors.\n @see SWT#COLOR_WIDGET_BACKGROUND\n @see Display#getSystemColor(int)\n',directive
'But programmers may create\ntheir own implementations to cover nonstandard requirements.\n\n',directive
' @see org.eclipse.jface.dialogs.IPageChangeProvider#getSelectedPage()\n \n @since 3.1\n',non-directive
'@return this\n',non-directive
'@exception InterruptedException if the operation detects a request to cancel, \n  using <code>IProgressMonitor.isCanceled()</code>, it should exit by throwing \n  <code>InterruptedException</code>\n\n ',directive
'@param pageIncrement\n            a value greater than 0.\n ',directive
'</p>\n\n ',non-directive
'@since 1.4\n',non-directive
'<li>Synchronized - synchronizes method access for multi-threaded environments\n',directive
'Subclasses of <code>Throwable</code> represent errors\nand exceptions.\n',directive
'Base the\n background color on whether or not there are errors.\n \n',directive
'<LI>Standard mappings for SQL types to classes and interfaces in the \n      Java programming language\n  <UL>\n\t ',non-directive
' A standard implementation of an IProgressMonitor. It consists\n of a label displaying the task and subtask name, and a\n progress indicator to show progress. In contrast to\n <code>ProgressMonitorDialog</code> this class only implements\n <code>IProgressMonitor</code>.\n',directive
'<LI><code>Clob</code> interface -- mapping for SQL <code>CLOB</code>\n\t ',non-directive
' Update the dialog\'s status line to reflect the given status. ',non-directive
'To avoid problems, use a single outer <code>Composite</code> for\n your dialog area, and set your custom layout on that <code>Composite</code>.\n ',directive
?,non-directive
'<i>options</i> is the agent options.\n',non-directive
' Undoes everything that was done by a previous call to {@link #createFont(FontDescriptor)}.\n \n @since 3.1 \n\n @param descriptor description of the font to destroy\n',directive
' Moves the start offset to <code>start</code>, keeping {@link #end()} constant.\n\n @param start the new start, must be &gt;= 0 and &lt; {@link #end()}\n @throws LineIndexOutOfBoundsException if <code>start</code> &lt; 0 or &gt;= {@link #end()}\n',directive
' Returns the tray currently shown in the dialog, or <code>null</code>\n if there is no tray.\n \n',directive
'Unless otherwise noted, passing a null argument to a constructor\nor method in any class or interface in this package will cause a\n<tt>NullPointerException</tt> to be thrown.\n\n',directive
'@deprecated use {',directive
' Returns the <code>color</code> associated with the given symbolic color \n name, or <code>null</code> if no such definition exists.\n \n @param symbolicName symbolic color name\n @return the <code>Color</code> or <code>null</code>\n',non-directive
'@see PageChangingEvent\n ',non-directive
'A client\n can supply the layout to control how the progress monitor part\n is layed out. ',non-directive
'<p>\n The color at a given <code>index</code> has the hue returned by\n {',directive
?,non-directive
'@link java.util.concurrent.TimeUnit} class provides multiple\ngranularities (including nanoseconds) for specifying and controlling\ntime-out based operations.  ',directive
'If the shell is not resizable, this method enlarges the {',directive
'@link java.util.concurrent.ConcurrentHashMap},\n{',directive
'Attaches a GridData to the control. ',non-directive
'@param closures  an array of closures to call, not null\n ',directive
'If it is\n <code>null</code> there will be no preview area,\n ',directive
' <p>\n Note that this API does not update any other settings that may\n be dependant upon it. ',directive
'@see #MessageDialog(Shell, String, Image, String, int, String[], int)\n ',non-directive
' Create a new Closure that calls one of two closures depending \n on the specified predicate.\n \n',directive
'@since 3.5\n',non-directive
'@since 3.5\n',non-directive
' Sets the current page.\n ',non-directive
'Using it requires a knowledge of SWT, but does\nnot require familiarity with any of the other JFace modules. ',directive
'@return the default value of the preference\n',non-directive
'@return the Color used for banner backgrounds\n ',non-directive
'@throws LineIndexOutOfBoundsException if <code>start</code> &lt; 0 or &gt;= {',directive
'LocalResourceManager is typically used to safeguard against leaks. ',directive
' <p>Returns a FontDescriptor that is equivalent to the reciever, but whose height\n is larger by the given number of points.</p>\n \n <p>Does not modify the reciever.</p>\n \n ',directive
'</p>\n',non-directive
'@author Neil O\'Toole\n',non-directive
'@param length the number of lines included in the new range, must be &gt; 0\n ',directive
' Returns the wizard container for this wizard page.\n\n @return the wizard container, or <code>null</code> if this\n   wizard page has yet to be added to a wizard, or the\n   wizard has yet to be added to a container\n',non-directive
' Disposes the SWT resources used by this field editor.\n',non-directive
'Overridden\n to check whether the bounds of the dialog have been stored in\n dialog settings.  ',directive
'No property change events are reported by changing default\n values.\n ',directive
'<li>Flat3Map - designed for good performance at size 3 or less\n',directive
'It is up to the client to ensure there is enough\nspace allocated to render the control decoration.  ',non-directive
'</p>\n ',non-directive
'</p>\n \n <p>\n This method should never be called on the global resource manager,\n since all resources will remain allocated for the lifetime of the app and\n will be effectively leaked.\n ',directive
'<p>At the most abstract level, the protocol is given by 3 interfaces:\n<ul>\n',non-directive
'The string representation is\n \"font name-style-height\" (for example \"Times New Roman-bold-36\").\n ',directive
'@throws BadLocationException if accessing the document failed\n',non-directive
'@return a GridLayoutFactory initialized with defaults that GridLayoutFactory would have \n ',non-directive
'@param color\n            the title bar color\n',non-directive
' Converts the given SWT rectangle object to a string.\n ',non-directive
'\n\nProvides the classes necessary to create an applet and the classes an applet\nuses to communicate with its applet context.\n<p>\nThe applet framework involves two\nentities: the <i>applet</i> and the <i>applet context</i>. An applet is an \nembeddable window (see the Panel class) with a few extra methods that the applet \ncontext can use to initialize, start, and stop the applet.\n<p>\nThe applet context is an application that is responsible for loading and running\napplets. For example, the applet context could be a Web browser or an applet\ndevelopment environment.\n<p>\n<!--\n<h2>Package Specification</h2>\n\n##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT #####\n<ul>\n  <li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a>\n</ul>\n\n<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  <li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a>\n</ul>\n-->\n\n@since JDK1.0\n',directive
'@since 3.1\n\n ',non-directive
'If the preference\'s current\n is different from its old default value, its current value is\n unaffected. ',directive
' Returns the width in chars required to display information.\n\n @return the width in chars required to display information\n @since 3.3\n',directive
' The <code>WizardDialog</code> implementation of this\n <code>Window</code> method calls call <code>IWizard.addPages</code>\n to allow the current wizard to add extra pages, then\n <code>super.createContents</code> to create the controls. ',directive
'<h2>Concurrent Collections</h2>\n\nBesides Queues, this package supplies Collection implementations\ndesigned for use in multithreaded contexts:\n{',directive
'@link StringButtonFieldEditor#VALIDATE_ON_FOCUS_LOST}\n  (the default) to perform validation only after the text has been typed in\n ',directive
' Creates the wizard\'s title area.\n \n @param parent\n            the SWT parent for the title area composite.\n @return the created title area composite.\n',non-directive
' Returns the color data associated with the given symbolic color name.\n\n @param symbolicName symbolic color name.\n @return the <code>RGB</code> data, or <code>null</code> if the symbolic name\n is not valid.\n',non-directive
' @param display the display the color is from\n @return the border Color for widgets that display errors.\n @see SWT#COLOR_WIDGET_DARK_SHADOW\n @see Display#getSystemColor(int)\n',directive
'<p>\n A property change event is reported whenever the mapping from a symbolic\n name to a color changes. ',directive
'\n\nProvides classes and interface for RMI distributed\ngarbage-collection (DGC).  ',non-directive
'@return a new GridData instance\n',non-directive
'<li><tt><big><strong>org.eclipse.ui.workbench.texteditor.templates</strong></big></tt></li>\n  ',directive
'@param title\n            the dialog\'s title, or <code>null</code> if none\n ',directive
?,non-directive
'It manages reference-counted instances of resources\n such as Fonts, Images, and Colors, and allows them to be accessed using descriptors.\n ',non-directive
' Margin width (in pixels) to be used in layouts inside popup dialogs\n (value is 0).\n',non-directive
?,non-directive
'@link\njava.util.concurrent.locks.AbstractQueuedLongSynchronizer} class\nprovides the same functionality but extends support to 64 bits of\nsynchronization state. ',directive
' A layout for a container which includes several pages, like a notebook,\n wizard, or preference dialog. The size computed by this layout is the\n maximum width and height of all pages currently inserted into the\n container.\n',directive
'This method can be used to set a tooltip for a\n <code>BooleanFieldEditor</code>. ',directive
'\nProvides support for managing resources such as SWT\nfonts and images.\n<h2>\nPackage Specification</h2>\nThis package contains support for managing resources, including:\n<ul>\n<li>\nfont registries (<tt>FontRegistry</tt>) - for hanging on to the SWT font\nobjects needed by an application</li>\n\n<li>\ncolor registries (<tt>ColorRegistry</tt>) - for hanging on to the SWT color \nobjects needed by an application</li>\n\n<li>\nimage registries (<tt>ImageRegistry</tt>) - for hanging on to the SWT image\nobjects needed by an application</li>\n\n<li>\nimage descriptors (<tt>ImageDescriptor</tt>) - surrogate object for creating\nSWT images</li>\n\n<li>\nstring conversion (<tt>StringConverter</tt>) - for parsing property files</li>\n</ul>\nThe JFace resources module is an independent JFace module requiring a basic\nknowledge of SWT and the JFace property change event mechanism. Familiarity\nwith other JFace modules is not required.\n<p>Image descriptors are objects that knows how to create an image on demand.\nThey serve as a lightweight representation of images in situations where\nno SWT display exists yet, and are used mainly in conjunction with image\nregistries. This package contains the image descriptor framework, which\nis a simple hierarchy rooted at the abstract class <tt>ImageDescriptor</tt>.\nThe framework includes abstract subclasses for composing images (<tt>CompositeImageDescriptor</tt>)\nas well as a ready-made concrete subclass for loading images from files\n(<tt>FileImageDescriptor</tt>).\n<p>The class <tt>JFaceResources</tt> maintains global state on behalf of\nJFace itself consisting of JFace\'s own image registry, font registry, resource\nbundle, and preference store.\n<br>&nbsp;\n',directive
' Fill specifies whether the controls in a row should be all the same\n height for horizontal layouts, or the same width for vertical layouts.\n \n @param fill\n            the fill status\n @return this\n',directive
?,non-directive
?,non-directive
'@param resourceBundle  the resource bundle to convert, may not be null\n ',directive
' Creates a Closure that will invoke a specific method on the closure\'s\n input object by reflection.\n\n @see org.apache.commons.collections.functors.InvokerTransformer\n @see org.apache.commons.collections.functors.TransformerClosure\n \n @param methodName  the name of the method\n @return the <code>invoker</code> closure\n @throws IllegalArgumentException if the method name is null\n',directive
' Returns the current value of the string-valued preference with the\n given name.\n ',non-directive
' The field editor preference page implementation of this <code>IPreferencePage</code>\n (and <code>IPropertyChangeListener</code>) method intercepts <code>IS_VALID</code> \n events but passes other events on to its superclass.\n',directive
'@since 3.3\n',non-directive
'@param parent\n            the parent composite\n ',non-directive
'@param pageIncrement\n            the value used for Scale.setPageIncrement(int).\n',non-directive
'<p> Most concurrent Collection implementations (including most Queues)\nalso differ from the usual java.util conventions in that their Iterators\nprovide <em>weakly consistent</em> rather than fast-fail traversal. ',directive
' Image registry key for error image (value\n <code>\"dialog_error_image\"</code>).\n \n @deprecated use\n             org.eclipse.swt.widgets.Display.getSystemImage(SWT.ICON_ERROR)\n',directive
'The input object should be left unchanged.\n ',directive
'@linkplain org.eclipse.jface.contentassist.IContentAssistSubjectControl content assist subject control}.\n\n ',non-directive
'@link #end()}\n ',directive
'This method is equivalent to\n </code>setValue(store, name, new FontData[]{value})</code>.\n ',directive
'@return a deep copy of the original array\n ',non-directive
'It has methods for converting between SWT\nkey events and the internal representation, and vice versa.  ',directive
'@throws UnsupportedOperationException if the dialog does not support trays,\n            for example if it uses a custom layout.\n',directive
' Returns information about possible contexts based on the specified\n location within the document that corresponds to the current cursor\n position within the content assist subject control.\n\n @param contentAssistSubjectControl the content assist subject control whose\n           document is used to compute the possible contexts\n @param documentOffset an offset within the document for which context\n           information should be computed\n @return an array of context information objects or <code>null</code>\n         if no context could be found\n',directive
'@see org.eclipse.jface.wizard.IWizardContainer2\n',non-directive
'If the value is a <code>Number</code> an integer zero value returns\n <code>false</code> and non-zero returns <code>true</code>.\n ',non-directive
' Converts the given value into an SWT font data object.\n ',non-directive
'@return this\n',non-directive
'\nThis package provides the quick assist assistant add-on for an <tt>ISourceViewer</tt>.\n',directive
'</p>\n',non-directive
'They should never be disposed outside of the \n ResourceManager framework, or it will cause exceptions in other code that shares\n them. ',directive
'<h3>Starting Agents After VM Startup</h3>\n\n<p>\nAn implementation may provide a mechanism to start agents sometime after the\nthe VM has started. ',directive
' Sets the current value of the preference with the given name\n in the given preference store. ',non-directive
' Saves the non-default-valued preferences known to this preference\n store to the file from which they were originally loaded.\n\n @exception java.io.IOException if there is a problem saving this store\n',non-directive
'@return IPreferencePage\n ',non-directive
'@param start the new start, must be &gt;= 0 and &lt; {',directive
' Returns the default dialog spacing, in pixels\n \n ',non-directive
' Find the <code>IPreferenceNode</code> that has data the same id as the\n supplied value.\n \n @param nodeId\n            the id to search for.\n @return <code>IPreferenceNode</code> or <code>null</code> if not\n         found.\n',non-directive
'\n The field editor preference page implementation of this \n <code>PreferencePage</code> method saves all field editors by\n calling <code>FieldEditor.store</code>. ',directive
'All attributes of the GridData instance\n will be initialised by the factory.\n \n',non-directive
' Moves this range such that the {@link #end()} is at <code>end</code>, keeping\n {@link #length()} constant.\n\n @param end the new end\n @throws LineIndexOutOfBoundsException if <code>end</code> &lt;= {@link #start()}\n',non-directive
'When such\nan object is invoked, its arguments are ``marshalled\'\' and sent from the\nlocal virtual machine to the remote one, where the arguments are\n``unmarshalled.\'\'  When the method terminates, the results are\nmarshalled from the remote machine and sent to the caller\'s virtual\nmachine.  ',directive
' Sets or removes the property change listener for this field editor.\n <p>\n Note that field editors can support only a single listener.\n </p>\n\n @param listener a property change listener, or <code>null</code>\n  to remove\n',directive
'@throws MissingResourceException Thrown if a resource is missing\n',directive
' Minimal interface to a message provider. ',non-directive
' Creates a new field editor preference page with the given style,\n an empty title, and no image.\n\n ',non-directive
'<P>\nNote that these interfaces are intended only for key\nimplementations whose key material is accessible and \navailable. ',directive
' Restores the window enable state saved in this object.\n',non-directive
'@param name\n            the name of the preference this field editor works on\n ',non-directive
'By default do nothing.\n ',directive
'Users of the colors in this class should add a IPropertyChangeListener\n to detect when any of these colors change.\n ',directive
'@param parent the composite used as a parent for the basic controls;\n\tthe parent\'s layout must be a <code>GridLayout</code>\n ',directive
'@link #paint(GC, ILineRange) painting} to the\n        newly created painter.\n ',non-directive
'@return the current wizard page, or <code>null</code> if the container\n   is not yet showing the wizard\n ',directive
'</p>\n <p>\n Returns <code>null</code> if the image data could not be created.\n ',directive
'</p>\n <p>\n A property change event is reported whenever a preferences current\n value actually changes (whether through <code>setValue</code>,\n <code>setToDefault</code>, or other unspecified means). ',directive
'@since 3.5\n',non-directive
'<lI>SQLException enhancements -- Added support for cause chaining; New SQLExceptions\n added for common SQLState class value codes\n ',non-directive
'@param listener the location listener\n ',non-directive
'<p>\n The string representation of an RGB color value has the form\n <code><it>red</it>,<it>green</it></code>,<it>blue</it></code> where\n <code><it>red</it></code>, <it>green</it></code>, and \n <code><it>blue</it></code> are string representations of integers.\n ',directive
' Vertical spacing (in pixels) between cells in the layouts inside popup\n dialogs (value is 1).\n',directive
?,non-directive
' Converts the given boolean object to a string.\n Equivalent to <code>String.valueOf(value.booleanValue())</code>.\n\n @param value the boolean object\n @return the string representing the given boolean value\n',non-directive
'<li><code>MessageDialog.QUESTION </code> for a dialog with a\n            question image</li>\n            ',directive
'\n\nProvides classes that are fundamental to the design of the Java\nprogramming language. The most important classes are <code>Object</code>,\nwhich is the root of the class hierarchy, and <code>Class</code>, instances of\nwhich represent classes at run time.\n<p>\nFrequently it is necessary to represent a value of primitive type as\nif it were an object. The wrapper classes <code>Boolean</code>,\n<code>Character</code>, <code>Integer</code>, <code>Long</code>, <code>Float</code>, and\n<code>Double</code> serve this purpose. An object of type <code>Double</code>,\nfor example, contains a field whose type is double, representing that\nvalue in such a way that a reference to it can be stored in a variable\nof reference type. These classes also provide a number of methods for\nconverting among primitive values, as well as supporting such\nstandard methods as equals and hashCode.  The <code>Void</code> class is a\nnon-instantiable class that holds a reference to a <code>Class</code> object\nrepresening the primitive type void.\n<p>\nThe class <code>Math</code> provides commonly used mathematical functions such\nas sine, cosine, and square root. The classes <code>String</code> and\n<code>StringBuffer</code> similarly provide commonly used operations on\ncharacter strings.\n<p>\nClasses <code>ClassLoader</code>, <code>Process</code>, <code>Runtime</code>,\n<code>SecurityManager</code>, and <code>System</code> provide \"system operations\"\nthat manage the dynamic loading of classes, creation of external processes,\nhost environment inquiries such as the time of day, and enforcement of\nsecurity policies.\n<p>\nClass <code>Throwable</code> encompasses objects that may be thrown by the\nthrow statement (&sect;14.16). Subclasses of <code>Throwable</code> represent errors\nand exceptions.\n<p>\n<h2>Package Specification</h2>\n\n\n<a name=\"charenc\"></a>\n<h3>Character Encodings</h3>\n\nThe specification of the {@link java.nio.charset.Charset\njava.nio.charset.Charset} class describes the naming conventions for character\nencodings as well as the set of standard encodings that must be supported by\nevery implementation of the Java platform.\n\n\n<!--\n<ul>\n  <li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a>\n</ul>\n\n<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  <li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a>\n</ul>\n-->\n\n@since JDK1.0\n',directive
' Creates a DeviceResourceException indicating an error attempting to\n create a resource \n \n @param missingResource\n',directive
'The new node has no\n subnodes.\n \n',directive
'@param visibleLines the lines (in document offsets) that are currently (perhaps only\n        partially) visible\n',directive
?,non-directive
'If auto\n activation will be enabled, without further configuration steps, this content assistant\n is activated after a 500 ms delay. ',directive
'@return the extent, or <code>(-1, -1)</code> extent is not known\n',directive
' Sets whether this field editor is presenting the default value.\n\n @param booleanValue <code>true</code> if the default value is being presented,\n  and <code>false</code> otherwise\n',non-directive
'@deprecated As of 3.2, replaced by Platform UI\'s field assist support\n',directive
?,non-directive
'Returns the default-default value (the empty string <code>\"\"</code>) \n is no default preference with the given name, or if the default \n value cannot be treated as a string.\n\n ',directive
' Sets the parent ruler - the delegating column must call this method as soon as it creates its\n control.\n\n @param parentRuler the parent ruler\n',directive
' Returns the preference page in which this field editor\n appears.\n\n ',non-directive
'Selections of a revision can currently happen in\n following ways - note that this list may be changed in the future:\n <ul>\n ',directive
?,non-directive
'@param r runnable to execute.\n',non-directive
'Note: GridLayout treats a minimum size of 0\n as an undocumented special value, so the smallest possible minimum size \n is a size of 1. ',directive
' Sets the visibility of this dialog page.\n\n ',non-directive
' Sets the text of the change button.\n\n @param text the new text\n',non-directive
'@param r runnable to cancel\n',non-directive
' A utility class for dealing with preferences whose values are\n common SWT objects (color, points, rectangles, and font data).\n The static methods on this class handle the conversion between\n the SWT objects and their string representations.\n <p>\n Usage:\n <pre>\n IPreferenceStore store = ...;\n PreferenceConverter.setValue(store, \"bg\", new RGB(127,127,127));\n ...\n RBG bgColor = PreferenceConverter.getValue(store, \"bg\");\n </pre>\n </p>\n <p>\n This class contains static methods and fields only and cannot \n be instantiated.\n </p>\n Note: touching this class has the side effect of creating a display (static initializer).\n @noinstantiate This class is not intended to be instantiated by clients.\n',directive
'A program may use a reference object\nto maintain a reference to some other object in such a way that the latter\nobject may still be reclaimed by the collector.  ',directive
?,non-directive
?,non-directive
'@return the shell\n',non-directive
' Message (a localized string).\n',non-directive
' Create a new Closure that calls each closure in turn, passing the \n result into the next closure. ',directive
'The width and height hints override the\n control\'s preferred size. ',directive
'See the superclass constructor\n for info on the other parameters.\n \n',directive
'</p>\n <p>\n Note that the preferred way of re-initializing a preference to its\n default value is to call <code>setToDefault</code>.\n ',directive
' Specifies whether status line appears to the left of the buttons\n (default) or above them.\n \n',non-directive
'This method fails if the value does not represent a point.\n ',non-directive
'@param parent\n            the parent shell, or <code>null</code> to create a top-level\n            shell\n',directive
'</blockquote>\n\n<p> \nAn agent JAR file may have both the <code>Premain-Class</code> and <code>Agent-Class</code>\nattributes present in the manifest. ',directive
'There are no modeling restrictions on what the agent <code>premain</code> method may do.\n',directive
' Gets a new Properties object initialised with the values from a Map.\n A null input will return an empty properties object.\n\n @param map  the map to convert to a Properties object, may not be null\n @return the properties object\n',directive
'@param labelText the label text of the field editor\n ',non-directive
' Creates a new dialog page with the given title and image.\n \n @param title\n            the title of this dialog page, or <code>null</code> if none\n @param image\n            the image for this dialog page, or <code>null</code> if none\n',non-directive
' Return whether the Details button should be included. This method is\n invoked once when the dialog is built. Default implementation is tight to\n default implementation of {@link #createDropDownList(Composite)} and \n displays details button if there is anything on the display list.\n \n @return whether the Details button should be included\n @since 3.1\n @see #createDropDownList(Composite)\n',directive
' Sets the layout data on the given control. Creates a new GridData instance and\n assigns it to the control by calling control.setLayoutData.\n  \n @param control control whose layout data will be initialized\n',directive
'</p>\n<p>\n<code>SWTKeySupport</code> is a static class that provides the link between SWT\nand these internal representations.  ',directive
' Persist the last known size of the dialog.\n @since 3.2\n',non-directive
?,non-directive
'For example <tt>java.util.Hashtable</tt> and\n<tt>Collections.synchronizedMap(new HashMap())</tt> are\nsynchronized. ',directive
'@param strategy either <code>VALIDATE_ON_KEY_STROKE</code> to perform\n  on the fly checking (the default), or <code>VALIDATE_ON_FOCUS_LOST</code> to\n  perform validation only after the text has been typed in\n ',directive
'The agent class is loaded and the\nJVM attempts to invoke the <code>agentmain</code> method. ',directive
'<p>\n Note that the preferred way of re-initializing a preference to the\n appropriate default value is to call <code>setToDefault</code>.\n ',directive
?,non-directive
' The scale, or <code>null</code> if none.\n',directive
'Never null.\n ',directive
' Crops the given bounds such that they lie completely on the closest monitor.\n\n @param bounds shell bounds to crop\n',non-directive
' Returns the window title string for this wizard.\n\n ',non-directive
'@param trueClosure  the closure called if the predicate is true\n ',directive
'May be <code>null</code> to indicate no error message.\n ',directive
'@return the description text for this dialog page, \n  or <code>null</code> if none\n',directive
'Failure to do this may result in an {',directive
' Interface for UI components which can execute a long-running operation\n in the form of an <code>IRunnableWithProgress</code>.\n The context is responsible for displaying a progress indicator and Cancel\n button to the end user while the operation is in progress; the context\n supplies a progress monitor to be used from code running inside the operation.\n Note that an <code>IRunnableContext</code> is not a runnable itself.\n <p>\n For examples of UI components which implement this interface,\n see <code>ApplicationWindow</code>, <code>ProgressMonitorDialog</code>,\n and <code>WizardDialog</code>.\n </p>\n\n @see IRunnableWithProgress\n @see org.eclipse.jface.window.ApplicationWindow\n @see org.eclipse.jface.dialogs.ProgressMonitorDialog\n @see org.eclipse.jface.wizard.WizardDialog\n',directive
' Creates a GridLayoutFactory that creates GridLayouts with no margins and \n default dialog spacing.\n \n <p>\n Initial values are:\n </p>\n \n <ul>\n <li>numColumns(1)</li>\n <li>margins(0,0)</li>\n <li>extendedMargins(0,0,0,0)</li>\n <li>spacing(LayoutConstants.getSpacing())</li>\n <li>equalWidth(false)</li>\n </ul>\n \n @return a GridLayoutFactory that creates GridLayouts as though created with\n their default constructor\n @see #swtDefaults\n',directive
'@link ListIterator#set} methods.\n\n ',non-directive
'@param map  the map to use\n ',non-directive
'<p>\n A property change event is reported if the current value of the \n preference actually changes from its previous value. ',directive
' Splits a range off the end of the receiver. The receiver is shortened to only include\n <code>remaining</code> lines after the split.\n\n @param remaining the number of lines to remain in the receiver, must be in [1, {@link #length() length})\n @return the split off range\n @throws LineIndexOutOfBoundsException if <code>remaining</code>&gt;= {@link #length()} or <code>remaining</code>&ltt;= 0\n',directive
