@relation 'dataset_corrected_only_comments_and_manually_revised_subset_(only comments and class)'

@attribute text STRING
@attribute __directive_class__ {directive,non-directive}

@data
'@link org.apache.commons.collections.SortedBidiMap SortedBidiMap} interfaces.\n',non-directive
'A BidiMap is an extension to Map that allows keys and values to be looked up with equal ease.\n',non-directive
'One example usage is a system communicating to a legacy datasource that must convert codes\nfrom the new format to the old format and vice versa.\n',directive
'<p>\nThe following implementations are provided in the package:\n<ul>\n',non-directive
'<li>DualHashBidiMap - uses two HashMaps to implement BidiMap\n',non-directive
'<li>DualTreeBidiMap - uses two TreeMaps to implement SortedBidiMap\n',non-directive
'<li>TreeBidiMap - red-black tree implementation of OrderedBidiMap\n</ul>\n',non-directive
'<p>\nThe following decorators are provided in the package:\n<ul>\n',non-directive
'<li>Unmodifiable - ensures the map cannot be altered\n<!--\n',non-directive
'<li>Synchronized - synchronizes method access for multi-threaded environments\n',directive
'<li>Predicated - ensures that only elements that are valid according to a predicate can be added\n',directive
'<li>Typed - ensures that only elements that are of a specific type can be added\n',directive
'<li>Transformed - transforms each element added\n',non-directive
'<li>FixedSize - ensures that the size of the map cannot change\n',non-directive
'<li>Lazy - creates objects in the map on demand\n',non-directive
'<li>ListOrdered - ensures that insertion order is retained-->\n</ul>\n',non-directive
'</pre>\n',non-directive
'\n<p>\nThis package contains implementations of collection and map related key/value classes.\nThese are usually used in maps, however they can be used as data holders in any collection.\n<p>\nThe following key/value designs are included:\n<ul>\n<li>Map Entry - various map entry implementations\n<li>KeyValue - a key and value pair, without map entry semantics\n<li>MultiKey - a holder of multiple keys tied together\n</ul>\n</pre>\n',non-directive
'\n<p>\nThis package contains implementations of collection and map related key/value classes.\n',non-directive
'These are usually used in maps, however they can be used as data holders in any collection.\n',non-directive
'<p>\nThe following key/value designs are included:\n<ul>\n',non-directive
'<li>Map Entry - various map entry implementations\n',non-directive
'<li>KeyValue - a key and value pair, without map entry semantics\n',non-directive
'<li>MultiKey - a holder of multiple keys tied together\n</ul>\n',non-directive
'</pre>\n',non-directive
'\n<p>\nThis package contains implementations of the\n{@link org.apache.commons.collections.Bag Bag} and \n{@link org.apache.commons.collections.SortedBag SortedBag} interfaces.\nA bag stores an object and a count of the number of occurences of the object.\n<p>\nThe following implementations are provided in the package:\n<ul>\n<li>HashBag - implementation that uses a HashMap to store the data\n<li>TreeBag - implementation that uses a TreeMap to store the data\n</ul>\n<p>\nThe following decorators are provided in the package:\n<ul>\n<li>Synchronized - synchronizes method access for multi-threaded environments\n<li>Unmodifiable - ensures the bag cannot be altered\n<li>Predicated - ensures that only elements that are valid according to a predicate can be added\n<li>Typed - ensures that only elements that are of a specific type can be added\n<li>Transformed - transforms each element added to the bag\n</ul>\n</pre>\n',directive
'\n<p>\nThis package contains implementations of the\n{',non-directive
'@link org.apache.commons.collections.Bag Bag} and \n{',non-directive
'@link org.apache.commons.collections.SortedBag SortedBag} interfaces.\n',non-directive
'A bag stores an object and a count of the number of occurences of the object.\n',non-directive
'<p>\nThe following implementations are provided in the package:\n<ul>\n',non-directive
'<li>HashBag - implementation that uses a HashMap to store the data\n',non-directive
'<li>TreeBag - implementation that uses a TreeMap to store the data\n</ul>\n',non-directive
'<p>\nThe following decorators are provided in the package:\n<ul>\n',non-directive
'<li>Synchronized - synchronizes method access for multi-threaded environments\n',directive
'<li>Unmodifiable - ensures the bag cannot be altered\n',non-directive
'<li>Predicated - ensures that only elements that are valid according to a predicate can be added\n',directive
'<li>Typed - ensures that only elements that are of a specific type can be added\n',directive
'<li>Transformed - transforms each element added to the bag\n</ul>\n',non-directive
'</pre>\n',non-directive
'\n<p>\nThis package contains implementations of the\n{@link java.util.Set Set} and\n{@link java.util.SortedSet SortedSet} interfaces.\n<p>\nThe implementations are in the form of direct implementations and decorators.\nA decorator wraps another implementation of the interface to add some\nspecific additional functionality.\n<p>\nThe following implementations are provided in the package:\n<ul>\n<li>CompositeSet - a set that combines multiple sets into one\n</ul>\nThe following decorators are provided in the package:\n<ul>\n<li>Synchronized - synchronizes method access for multi-threaded environments\n<li>Unmodifiable - ensures the collection cannot be altered\n<li>Predicated - ensures that only elements that are valid according to a predicate can be added\n<li>Typed - ensures that only elements that are of a specific type can be added\n<li>Transformed - transforms each element added\n<li>ListOrdered - ensures that insertion order is retained\n<li>MapBackedSet - a set formed by decorating a Map\n</ul>\n</pre>\n',directive
'\n<p>\nThis package contains implementations of the\n{',non-directive
'@link java.util.Set Set} and\n{',non-directive
'@link java.util.SortedSet SortedSet} interfaces.\n',non-directive
'<p>\nThe implementations are in the form of direct implementations and decorators.\n',non-directive
'A decorator wraps another implementation of the interface to add some\nspecific additional functionality.\n',directive
'<p>\nThe following implementations are provided in the package:\n<ul>\n',non-directive
'<li>CompositeSet - a set that combines multiple sets into one\n</ul>\n',non-directive
'The following decorators are provided in the package:\n<ul>\n',non-directive
'<li>Synchronized - synchronizes method access for multi-threaded environments\n',directive
'<li>Unmodifiable - ensures the collection cannot be altered\n',non-directive
'<li>Predicated - ensures that only elements that are valid according to a predicate can be added\n',directive
'<li>Typed - ensures that only elements that are of a specific type can be added\n',directive
'<li>Transformed - transforms each element added\n',non-directive
'<li>ListOrdered - ensures that insertion order is retained\n',non-directive
'<li>MapBackedSet - a set formed by decorating a Map\n</ul>\n',non-directive
'</pre>\n',non-directive
'\n<p>\nThis package contains implementations of the \n{@link java.util.Map Map},\n{@link org.apache.commons.collections.IterableMap IterableMap},\n{@link org.apache.commons.collections.OrderedMap OrderedMap} and\n{@link java.util.SortedMap SortedMap} interfaces.\nA Map provides a lookup from a key to a value.\nA number of implementations also support the new MapIterator interface that enables\nsimple iteration of map keys and values.\n<p>\nThe following implementations are provided:\n<ul>\n<li>CaseInsensitiveMap - map that compares keys in a case insensitive way\n<li>CompositeMap - map that combines multiple maps into a single view\n<li>HashedMap - general purpose HashMap replacement supporting MapIterator\n<li>IdentityMap - map that uses == for comparison instead of equals()\n<li>Flat3Map - designed for good performance at size 3 or less\n<li>LinkedMap - a hash map that maintains insertion order, supporting OrderedMapIterator\n<li>MultiKeyMap - map that provides special methods for using more than one key to access the value\n<li>ReferenceMap - allows the garbage collector to collect keys and values using equals() for comparison\n<li>ReferenceIdentityMap - allows the garbage collector to collect keys and values using == for comparison\n<li>SingletonMap - a fully featured map to hold one key-value pair\n<li>StaticBucketMap - internally synchronized and designed for thread-contentious environments\n</ul>\n<p>\nThe following decorators are provided:\n<ul>\n<li>Unmodifiable - ensures the collection cannot be altered\n<li>Predicated - ensures that only elements that are valid according to a predicate can be added\n<li>Typed - ensures that only elements that are of a specific type can be added\n<li>Transformed - transforms each element added\n<li>FixedSize - ensures that the size of the map cannot change\n<li>Lazy - creates objects in the map on demand\n<li>ListOrdered - ensures that insertion order is retained\n</ul>\n</pre>\n',directive
'\n<p>\nThis package contains implementations of the \n{',non-directive
'@link java.util.Map Map},\n{',non-directive
'@link org.apache.commons.collections.IterableMap IterableMap},\n{',non-directive
'@link org.apache.commons.collections.OrderedMap OrderedMap} and\n{',non-directive
'@link java.util.SortedMap SortedMap} interfaces.\n',non-directive
'A Map provides a lookup from a key to a value.\n',non-directive
'A number of implementations also support the new MapIterator interface that enables\nsimple iteration of map keys and values.\n',non-directive
'<p>\nThe following implementations are provided:\n<ul>\n',non-directive
'<li>CaseInsensitiveMap - map that compares keys in a case insensitive way\n',non-directive
'<li>CompositeMap - map that combines multiple maps into a single view\n',non-directive
'<li>HashedMap - general purpose HashMap replacement supporting MapIterator\n',non-directive
'<li>IdentityMap - map that uses == for comparison instead of equals()\n',non-directive
'<li>Flat3Map - designed for good performance at size 3 or less\n',directive
'<li>LinkedMap - a hash map that maintains insertion order, supporting OrderedMapIterator\n',non-directive
'<li>MultiKeyMap - map that provides special methods for using more than one key to access the value\n',non-directive
'<li>ReferenceMap - allows the garbage collector to collect keys and values using equals() for comparison\n',non-directive
'<li>ReferenceIdentityMap - allows the garbage collector to collect keys and values using == for comparison\n',non-directive
'<li>SingletonMap - a fully featured map to hold one key-value pair\n',non-directive
'<li>StaticBucketMap - internally synchronized and designed for thread-contentious environments\n</ul>\n',directive
'<p>\nThe following decorators are provided:\n<ul>\n',non-directive
'<li>Unmodifiable - ensures the collection cannot be altered\n',non-directive
'<li>Predicated - ensures that only elements that are valid according to a predicate can be added\n',directive
'<li>Typed - ensures that only elements that are of a specific type can be added\n',directive
'<li>Transformed - transforms each element added\n',non-directive
'<li>FixedSize - ensures that the size of the map cannot change\n',non-directive
'<li>Lazy - creates objects in the map on demand\n',non-directive
'<li>ListOrdered - ensures that insertion order is retained\n</ul>\n',non-directive
'</pre>\n',non-directive
'\n<p>\nThis package contains implementations of the\n{@link java.util.Collection Collection} interface.\n<p>\nThe following implementations are provided in the package:\n<ul>\n<li>CompositeCollection - a collection that combines multiple collections into one\n</ul>\nThe following decorators are provided in the package:\n<ul>\n<li>Synchronized - synchronizes method access for multi-threaded environments\n<li>Unmodifiable - ensures the collection cannot be altered\n<li>Predicated - ensures that only elements that are valid according to a predicate can be added\n<li>Typed - ensures that only elements that are of a specific type can be added\n<li>Transformed - transforms elements as they are added\n</ul>\n</pre>\n',directive
'\n<p>\nThis package contains implementations of the\n{',non-directive
'@link java.util.Collection Collection} interface.\n',non-directive
'<p>\nThe following implementations are provided in the package:\n<ul>\n',non-directive
'<li>CompositeCollection - a collection that combines multiple collections into one\n</ul>\n',non-directive
'The following decorators are provided in the package:\n<ul>\n',non-directive
'<li>Synchronized - synchronizes method access for multi-threaded environments\n',directive
'<li>Unmodifiable - ensures the collection cannot be altered\n',non-directive
'<li>Predicated - ensures that only elements that are valid according to a predicate can be added\n',directive
'<li>Typed - ensures that only elements that are of a specific type can be added\n',directive
'<li>Transformed - transforms elements as they are added\n</ul>\n',non-directive
'</pre>\n',non-directive
'\n\nProvides for system input and output through data streams,\nserialization and the file system.\n\nUnless otherwise noted, passing a null argument to a constructor\nor method in any class or interface in this package will cause a\n<tt>NullPointerException</tt> to be thrown.\n\n<h2>Package Specification</h2>\n<ul>\n  <li><a href=\"../../../platform/serialization/spec/serialTOC.html\"> Java Object Serialization Specification </a>\n</ul>\n\n<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation,\nplease see:\n<ul>\n  <li><a href=\"../../../technotes/guides/serialization\">Serialization Enhancements</a>\n</ul>\n\n@since JDK1.0\n',directive
'\n\nProvides for system input and output through data streams,\nserialization and the file system.\n\n',non-directive
'Unless otherwise noted, passing a null argument to a constructor\nor method in any class or interface in this package will cause a\n<tt>NullPointerException</tt> to be thrown.\n\n',directive
'<h2>Package Specification</h2>\n<ul>\n  ',non-directive
'<li><a href=\"../../../platform/serialization/spec/serialTOC.html\"> Java Object Serialization Specification </a>\n</ul>\n\n',non-directive
'<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation,\nplease see:\n<ul>\n  ',non-directive
'<li><a href=\"../../../technotes/guides/serialization\">Serialization Enhancements</a>\n</ul>\n\n',non-directive
'@since JDK1.0\n',non-directive
'\n\nProvides the RMI package. RMI is Remote Method Invocation.  It is a\nmechanism that enables an object on one Java virtual machine to invoke\nmethods on an object in another Java virtual machine.  Any object that\ncan be invoked this way must implement the Remote interface. When such\nan object is invoked, its arguments are ``marshalled\'\' and sent from the\nlocal virtual machine to the remote one, where the arguments are\n``unmarshalled.\'\'  When the method terminates, the results are\nmarshalled from the remote machine and sent to the caller\'s virtual\nmachine.  If the method invocation results in an exception being\nthrown, the exception is indicated to caller.\n\n<!--\n<h2>Package Specification</h2>\n\n##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT #####\n<ul>\n  <li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a>\n</ul>\n\n<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  <li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a>\n</ul>\n-->\n\n@since JDK1.1\n',directive
'\n\nProvides the RMI package. ',non-directive
'RMI is Remote Method Invocation.  ',directive
'It is a\nmechanism that enables an object on one Java virtual machine to invoke\nmethods on an object in another Java virtual machine.  ',directive
'Any object that\ncan be invoked this way must implement the Remote interface. ',directive
'When such\nan object is invoked, its arguments are ``marshalled\'\' and sent from the\nlocal virtual machine to the remote one, where the arguments are\n``unmarshalled.\'\'  When the method terminates, the results are\nmarshalled from the remote machine and sent to the caller\'s virtual\nmachine.  ',directive
'If the method invocation results in an exception being\nthrown, the exception is indicated to caller.\n\n',directive
'<!--\n<h2>Package Specification</h2>\n\n##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT #####\n<ul>\n  ',non-directive
'<li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a>\n</ul>\n\n',non-directive
'<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  ',non-directive
'<li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a>\n</ul>\n',non-directive
'-->\n\n',non-directive
'@since JDK1.1\n',non-directive
'\n\nProvides support for RMI Object Activation.  A remote\nobject\'s reference can be made ``persistent\'\' and later activated into a\n``live\'\' object using the RMI activation mechanism.\n\n<!--\n<h2>Package Specification</h2>\n\n##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT #####\n<ul>\n  <li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a>\n</ul>\n\n<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  <li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a>\n</ul>\n-->\n\n@since 1.2\n',non-directive
'\n\nProvides support for RMI Object Activation.  ',non-directive
'A remote\nobject\'s reference can be made ``persistent\'\' and later activated into a\n``live\'\' object using the RMI activation mechanism.\n\n',non-directive
'<!--\n<h2>Package Specification</h2>\n\n##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT #####\n<ul>\n  ',non-directive
'<li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a>\n</ul>\n\n',non-directive
'<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  ',non-directive
'<li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a>\n</ul>\n',non-directive
'-->\n\n',non-directive
'@since 1.2\n',non-directive
'\n\nProvides classes and interface for RMI distributed\ngarbage-collection (DGC).  When the RMI server returns an object to\nits client (caller of the remote method), it tracks the remote\nobject\'s usage in the client. When there are no more references to the\nremote object on the client, or if the reference\'s ``lease\'\' expires and\nnot renewed, the server garbage-collects the remote object.\n\n<!--\n<h2>Package Specification</h2>\n\n##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT #####\n<ul>\n  <li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a>\n</ul>\n\n<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  <li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a>\n</ul>\n-->\n\n@since JDK1.1\n',directive
'\n\nProvides classes and interface for RMI distributed\ngarbage-collection (DGC).  ',non-directive
'When the RMI server returns an object to\nits client (caller of the remote method), it tracks the remote\nobject\'s usage in the client. ',directive
'When there are no more references to the\nremote object on the client, or if the reference\'s ``lease\'\' expires and\nnot renewed, the server garbage-collects the remote object.\n\n',non-directive
'<!--\n<h2>Package Specification</h2>\n\n##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT #####\n<ul>\n  ',non-directive
'<li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a>\n</ul>\n\n',non-directive
'<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  ',non-directive
'<li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a>\n</ul>\n',non-directive
'-->\n\n',non-directive
'@since JDK1.1\n',non-directive
'\n\nProvides classes and interfaces for supporting the server\nside of RMI.  A group of classes are used by the stubs and skeletons\ngenerated by the rmic stub compiler.  Another group of classes\nimplements the RMI Transport protocol and HTTP tunneling.\n\n<!--\n<h2>Package Specification</h2>\n\n##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT #####\n<ul>\n  <li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a>\n</ul>\n\n<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  <li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a>\n</ul>\n-->\n\n@since JDK1.1\n',non-directive
'\n\nProvides classes and interfaces for supporting the server\nside of RMI.  ',non-directive
'A group of classes are used by the stubs and skeletons\ngenerated by the rmic stub compiler.  ',non-directive
'Another group of classes\nimplements the RMI Transport protocol and HTTP tunneling.\n\n',non-directive
'<!--\n<h2>Package Specification</h2>\n\n##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT #####\n<ul>\n  ',non-directive
'<li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a>\n</ul>\n\n',non-directive
'<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  ',non-directive
'<li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a>\n</ul>\n',non-directive
'-->\n\n',non-directive
'@since JDK1.1\n',non-directive
'\n\nProvides a class and two interfaces for the RMI registry.\nA registry is a remote object that maps names to remote objects.  A\nserver registers its remote objects with the registry so that they can\nbe looked up.  When an object wants to invoke a method on a remote\nobject, it must first lookup the remote object using its name.  The\nregistry returns to the calling object a reference to the remote\nobject, using which a remote method can be invoked.\n\n<!--\n<h2>Package Specification</h2>\n\n##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT #####\n<ul>\n  <li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a>\n</ul>\n\n<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  <li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a>\n</ul>\n-->\n\n@since JDK1.1\n',directive
'\n\nProvides a class and two interfaces for the RMI registry.\n',non-directive
'A registry is a remote object that maps names to remote objects.  ',non-directive
'A\nserver registers its remote objects with the registry so that they can\nbe looked up.  ',non-directive
'When an object wants to invoke a method on a remote\nobject, it must first lookup the remote object using its name.  ',directive
'The\nregistry returns to the calling object a reference to the remote\nobject, using which a remote method can be invoked.\n\n',directive
'<!--\n<h2>Package Specification</h2>\n\n##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT #####\n<ul>\n  ',non-directive
'<li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a>\n</ul>\n\n',non-directive
'<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  ',non-directive
'<li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a>\n</ul>\n',non-directive
'-->\n\n',non-directive
'@since JDK1.1\n',non-directive
'\n\nProvides classes that are fundamental to the design of the Java\nprogramming language. The most important classes are <code>Object</code>,\nwhich is the root of the class hierarchy, and <code>Class</code>, instances of\nwhich represent classes at run time.\n<p>\nFrequently it is necessary to represent a value of primitive type as\nif it were an object. The wrapper classes <code>Boolean</code>,\n<code>Character</code>, <code>Integer</code>, <code>Long</code>, <code>Float</code>, and\n<code>Double</code> serve this purpose. An object of type <code>Double</code>,\nfor example, contains a field whose type is double, representing that\nvalue in such a way that a reference to it can be stored in a variable\nof reference type. These classes also provide a number of methods for\nconverting among primitive values, as well as supporting such\nstandard methods as equals and hashCode.  The <code>Void</code> class is a\nnon-instantiable class that holds a reference to a <code>Class</code> object\nrepresening the primitive type void.\n<p>\nThe class <code>Math</code> provides commonly used mathematical functions such\nas sine, cosine, and square root. The classes <code>String</code> and\n<code>StringBuffer</code> similarly provide commonly used operations on\ncharacter strings.\n<p>\nClasses <code>ClassLoader</code>, <code>Process</code>, <code>Runtime</code>,\n<code>SecurityManager</code>, and <code>System</code> provide \"system operations\"\nthat manage the dynamic loading of classes, creation of external processes,\nhost environment inquiries such as the time of day, and enforcement of\nsecurity policies.\n<p>\nClass <code>Throwable</code> encompasses objects that may be thrown by the\nthrow statement (&sect;14.16). Subclasses of <code>Throwable</code> represent errors\nand exceptions.\n<p>\n<h2>Package Specification</h2>\n\n\n<a name=\"charenc\"></a>\n<h3>Character Encodings</h3>\n\nThe specification of the {@link java.nio.charset.Charset\njava.nio.charset.Charset} class describes the naming conventions for character\nencodings as well as the set of standard encodings that must be supported by\nevery implementation of the Java platform.\n\n\n<!--\n<ul>\n  <li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a>\n</ul>\n\n<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  <li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a>\n</ul>\n-->\n\n@since JDK1.0\n',directive
'\n\nProvides classes that are fundamental to the design of the Java\nprogramming language. ',non-directive
'The most important classes are <code>Object</code>,\nwhich is the root of the class hierarchy, and <code>Class</code>, instances of\nwhich represent classes at run time.\n',non-directive
'<p>\nFrequently it is necessary to represent a value of primitive type as\nif it were an object. ',directive
'The wrapper classes <code>Boolean</code>,\n<code>Character</code>, <code>Integer</code>, <code>Long</code>, <code>Float</code>, and\n<code>Double</code> serve this purpose. ',non-directive
'An object of type <code>Double</code>,\nfor example, contains a field whose type is double, representing that\nvalue in such a way that a reference to it can be stored in a variable\nof reference type. ',non-directive
'These classes also provide a number of methods for\nconverting among primitive values, as well as supporting such\nstandard methods as equals and hashCode.  ',non-directive
'The <code>Void</code> class is a\nnon-instantiable class that holds a reference to a <code>Class</code> object\nrepresening the primitive type void.\n',non-directive
'<p>\nThe class <code>Math</code> provides commonly used mathematical functions such\nas sine, cosine, and square root. ',non-directive
'The classes <code>String</code> and\n<code>StringBuffer</code> similarly provide commonly used operations on\ncharacter strings.\n',non-directive
'<p>\nClasses <code>ClassLoader</code>, <code>Process</code>, <code>Runtime</code>,\n<code>SecurityManager</code>, and <code>System</code> provide \"system operations\"\nthat manage the dynamic loading of classes, creation of external processes,\nhost environment inquiries such as the time of day, and enforcement of\nsecurity policies.\n',non-directive
'<p>\nClass <code>Throwable</code> encompasses objects that may be thrown by the\nthrow statement (&sect;14.16). ',directive
'Subclasses of <code>Throwable</code> represent errors\nand exceptions.\n',directive
'<p>\n<h2>Package Specification</h2>\n\n\n<a name=\"charenc\"></a>\n<h3>Character Encodings</h3>\n\nThe specification of the {',non-directive
'@link java.nio.charset.Charset\njava.nio.charset.Charset} class describes the naming conventions for character\nencodings as well as the set of standard encodings that must be supported by\nevery implementation of the Java platform.\n\n\n',directive
'<!--\n<ul>\n  ',non-directive
'<li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a>\n</ul>\n\n',non-directive
'<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  ',non-directive
'<li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a>\n</ul>\n',non-directive
'-->\n\n',non-directive
'@since JDK1.0\n',non-directive
'\n\n\nProvides reference-object classes, which support a limited degree of\ninteraction with the garbage collector.  A program may use a reference object\nto maintain a reference to some other object in such a way that the latter\nobject may still be reclaimed by the collector.  A program may also arrange to\nbe notified some time after the collector has determined that the reachability\nof a given object has changed.\n\n\n<h2>Package Specification</h2>\n\nA <em>reference object</em> encapsulates a reference to some other object so\nthat the reference itself may be examined and manipulated like any other\nobject.  Three types of reference objects are provided, each weaker than the\nlast: <em>soft</em>, <em>weak</em>, and <em>phantom</em>.  Each type\ncorresponds to a different level of reachability, as defined below.  Soft\nreferences are for implementing memory-sensitive caches, weak references are\nfor implementing canonicalizing mappings that do not prevent their keys (or\nvalues) from being reclaimed, and phantom references are for scheduling\npre-mortem cleanup actions in a more flexible way than is possible with the\nJava finalization mechanism.\n\n<p> Each reference-object type is implemented by a subclass of the abstract\nbase <code>{@link java.lang.ref.Reference}</code> class.  An instance of one of\nthese subclasses encapsulates a single reference to a particular object, called\nthe <em>referent</em>.  Every reference object provides methods for getting and\nclearing the reference.  Aside from the clearing operation reference objects\nare otherwise immutable, so no <code>set</code> operation is provided.  A\nprogram may further subclass these subclasses, adding whatever fields and\nmethods are required for its purposes, or it may use these subclasses without\nchange.\n\n\n<h3>Notification</h3>\n\nA program may request to be notified of changes in an object\'s reachability by\n<em>registering</em> an appropriate reference object with a <em>reference\nqueue</em> at the time the reference object is created.  Some time after the\ngarbage collector determines that the reachability of the referent has changed\nto the value corresponding to the type of the reference, it will add the\nreference to the associated queue.  At this point, the reference is considered\nto be <em>enqueued</em>.  The program may remove references from a queue either\nby polling or by blocking until a reference becomes available.  Reference\nqueues are implemented by the <code>{@link java.lang.ref.ReferenceQueue}</code>\nclass.\n\n<p> The relationship between a registered reference object and its queue is\none-sided.  That is, a queue does not keep track of the references that are\nregistered with it.  If a registered reference becomes unreachable itself, then\nit will never be enqueued.  It is the responsibility of the program using\nreference objects to ensure that the objects remain reachable for as long as\nthe program is interested in their referents.\n\n<p> While some programs will choose to dedicate a thread to removing reference\nobjects from one or more queues and processing them, this is by no means\nnecessary.  A tactic that often works well is to examine a reference queue in\nthe course of performing some other fairly-frequent action.  For example, a\nhashtable that uses weak references to implement weak keys could poll its\nreference queue each time the table is accessed.  This is how the <code>{@link\njava.util.WeakHashMap}</code> class works.  Because the <code>{@link\njava.lang.ref.ReferenceQueue#poll ReferenceQueue.poll}</code> method simply\nchecks an internal data structure, this check will add little overhead to the\nhashtable access methods.\n\n\n<h3>Automatically-cleared references</h3>\n\nSoft and weak references are automatically cleared by the collector before\nbeing added to the queues with which they are registered, if any.  Therefore\nsoft and weak references need not be registered with a queue in order to be\nuseful, while phantom references do.  An object that is reachable via phantom\nreferences will remain so until all such references are cleared or themselves\nbecome unreachable.\n\n\n<a name=\"reachability\"></a>\n<h3>Reachability</h3>\n\nGoing from strongest to weakest, the different levels of reachability reflect\nthe life cycle of an object.  They are operationally defined as follows:\n\n<ul>\n\n<li> An object is <em>strongly reachable</em> if it can be reached by some\nthread without traversing any reference objects.  A newly-created object is\nstrongly reachable by the thread that created it.\n\n<li> An object is <em>softly reachable</em> if it is not strongly reachable but\ncan be reached by traversing a soft reference.\n\n<li> An object is <em>weakly reachable</em> if it is neither strongly nor\nsoftly reachable but can be reached by traversing a weak reference.  When the\nweak references to a weakly-reachable object are cleared, the object becomes\neligible for finalization.\n\n<li> An object is <em>phantom reachable</em> if it is neither strongly, softly,\nnor weakly reachable, it has been finalized, and some phantom reference refers\nto it.\n\n<li> Finally, an object is <em>unreachable</em>, and therefore eligible for\nreclamation, when it is not reachable in any of the above ways.\n\n</ul>\n\n\n@version  1.11, 04/02/10\n@author\t  Mark Reinhold\n@since\t  1.2\n\n<!--\n<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  <li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a>\n</ul>\n-->\n',directive
'\n\n\nProvides reference-object classes, which support a limited degree of\ninteraction with the garbage collector.  ',non-directive
'A program may use a reference object\nto maintain a reference to some other object in such a way that the latter\nobject may still be reclaimed by the collector.  ',directive
