@relation 'dataset_corrected_only_comments_and_manually_revised_subset_(only comments and class)'

@attribute text STRING
@attribute __directive_class__ {directive,non-directive}

@data
' Provides useful building blocks used throughout JFace, including property change events, a listener list implementation, and runtime checked assertions. <br>&nbsp; ',non-directive
?,non-directive
' Provides classes that help communicate proper content for fields in dialogs and wizards. <h2> Package Specification</h2> <p> This package provides classes that can be used to guide a dialog user through choosing appropriate content for fields in a dialog or wizard. <p> A <tt>_ClassElement_</tt> can be attached to an arbitrary control to provide  a popup showing content proposals.  These proposals appear when the defined assist keystroke is invoked.  The <tt>_ClassElement_</tt> manages the creation,  hiding, and showing of the proposal popup, as well as the proper handling of key events between the adapted control and its popup.  Implementors of <tt>IControlContentAdapter</tt> allow the adapter to set and retrieve the contents of the supplied control. </p> <p> An <tt>_ClassElement_</tt> configures a <tt>_ClassElement_</tt> in a manner that supports automatic field completion popups that filter based on the control\'s contents. </p> <p> <tt>_ClassElement_</tt> can be used to decorate an arbitrary control with  an image that communicates information about the control\'s content.  Decorations can be used to show additional information about a field, such as its status, or a cue that shows availability of content proposals.  Decorations are defined in pre-defined locations relative to the control, and can be set up to show at all times, or only when the control has focus.  It is up to the client to ensure there is enough space allocated to render the control decoration.  Decorations can optionally show  descriptive text when the user hovers over them.   </p> <p> <tt>_ClassElement_</tt> can also be used to decorate a control.  The main difference is that decorated fields reserve space for multiple decorations in particular locations around the control.  To do this, the field manages the creation of the  field\'s control, using a specialized layout to ensure there is adequate space  reserved for decorations around the control. Other than using the field to manage  the decorations themselves, clients are expected to interact  directly with the control.   </p>  <p>Note: None of the classes in this package maintain global state. ',directive
' Provides classes that help communicate proper content for fields in dialogs and wizards. ',non-directive
'<h2> Package Specification</h2> <p> This package provides classes that can be used to guide a dialog user through choosing appropriate content for fields in a dialog or wizard. ',non-directive
'<p> A <tt>_ClassElement_</tt> can be attached to an arbitrary control to provide  a popup showing content proposals.  ',non-directive
'These proposals appear when the defined assist keystroke is invoked.  ',directive
'The <tt>_ClassElement_</tt> manages the creation,  hiding, and showing of the proposal popup, as well as the proper handling of key events between the adapted control and its popup.  ',non-directive
'Implementors of <tt>IControlContentAdapter</tt> allow the adapter to set and retrieve the contents of the supplied control. ',non-directive
'</p> <p> An <tt>_ClassElement_</tt> configures a <tt>_ClassElement_</tt> in a manner that supports automatic field completion popups that filter based on the control\'s contents. ',non-directive
'</p> <p> <tt>_ClassElement_</tt> can be used to decorate an arbitrary control with  an image that communicates information about the control\'s content.  ',non-directive
'Decorations can be used to show additional information about a field, such as its status, or a cue that shows availability of content proposals.  ',directive
'Decorations are defined in pre-defined locations relative to the control, and can be set up to show at all times, or only when the control has focus.  ',directive
'It is up to the client to ensure there is enough space allocated to render the control decoration.  ',non-directive
'Decorations can optionally show  descriptive text when the user hovers over them.   ',non-directive
'</p> <p> <tt>_ClassElement_</tt> can also be used to decorate a control.  ',non-directive
'The main difference is that decorated fields reserve space for multiple decorations in particular locations around the control.  ',non-directive
'To do this, the field manages the creation of the  field\'s control, using a specialized layout to ensure there is adequate space  reserved for decorations around the control. ',non-directive
'Other than using the field to manage  the decorations themselves, clients are expected to interact  directly with the control.   ',non-directive
'</p>  <p>Note: None of the classes in this package maintain global state. ',directive
' <p> This package contains the interfaces and utilities shared across all the subpackages of this component. </p> <p> The following collection implementations are provided in the package: <ul> <li>_ClassElement_ - a non synchronized Stack that follows the same API as java util Stack <li>_ClassElement_ - extends the Properties class to add extra functionality </ul> <p>  ',directive
' <p> This package contains the interfaces and utilities shared across all the subpackages of this component. ',non-directive
'</p> <p> The following collection implementations are provided in the package: <ul> ',non-directive
'<li>_ClassElement_ - a non synchronized Stack that follows the same API as java util Stack ',directive
'<li>_ClassElement_ - extends the Properties class to add extra functionality </ul> ',directive
'<p>  ',non-directive
' <p> This package contains implementations of the {@link _ClassPathElement_ Comparator} interface. <p> You may also consider using  {@link _ClassPathElement_ _ClassElement_}, which is a single class that uses static methods to construct instances of the classes in this package. ',directive
' <p> This package contains implementations of the {',non-directive
'@link _ClassPathElement_ Comparator} interface. ',non-directive
'<p> You may also consider using  {',directive
'@link _ClassPathElement_ _ClassElement_}, which is a single class that uses static methods to construct instances of the classes in this package. ',non-directive
' <p> This package contains implementations of the {@link _ClassPathElement_ List} interface. </p> <p> The following implementations are provided in the package: <ul> <li>_ClassElement_ - a list that is optimised for insertions and removals at any index in the list</li> <li>_ClassElement_ - a list that can be modified while the _ClassElement_ (cursor) is being used</li> <li>_ClassElement_ - a linked list that caches the storage nodes for a performance gain</li> </ul> </p> <p> The following decorators are provided in the package: <ul> <li>Synchronized - synchronizes method access for multi-threaded environments</li> <li>Unmodifiable - ensures the collection cannot be altered</li> <li>Predicated - ensures that only elements that are valid according to a predicate can be added</li> <li>Typed - ensures that only elements that are of a specific type can be added</li> <li>Transformed - transforms each element added</li> <li>_ClassElement_ - ensures that the size of the list cannot change</li> <li>Lazy - creates objects in the list on demand</li> <li>Growth - grows the list instead of erroring when _OSPathElement_add used with index beyond the list size</li> <li>_ClassElement_ - a list that avoids duplicate entries like a Set</li> </ul> </p> ',directive
' <p> This package contains implementations of the {',non-directive
'@link _ClassPathElement_ List} interface. ',non-directive
'</p> <p> The following implementations are provided in the package: <ul> ',non-directive
'<li>_ClassElement_ - a list that is optimised for insertions and removals at any index in the list</li> ',non-directive
'<li>_ClassElement_ - a list that can be modified while the _ClassElement_ (cursor) is being used</li> ',non-directive
'<li>_ClassElement_ - a linked list that caches the storage nodes for a performance gain</li> </ul> ',directive
'</p> <p> The following decorators are provided in the package: <ul> ',non-directive
'<li>Synchronized - synchronizes method access for multi-threaded environments</li> ',directive
'<li>Unmodifiable - ensures the collection cannot be altered</li> ',non-directive
'<li>Predicated - ensures that only elements that are valid according to a predicate can be added</li> ',directive
'<li>Typed - ensures that only elements that are of a specific type can be added</li> ',directive
'<li>Transformed - transforms each element added</li> ',non-directive
'<li>_ClassElement_ - ensures that the size of the list cannot change</li> ',non-directive
'<li>Lazy - creates objects in the list on demand</li> ',non-directive
'<li>Growth - grows the list instead of erroring when _OSPathElement_add used with index beyond the list size</li> ',directive
'<li>_ClassElement_ - a list that avoids duplicate entries like a Set</li> </ul> ',non-directive
'</p> ',non-directive
' <p> This package contains implementations of the {@link _ClassPathElement_ Closure}, {@link _ClassPathElement_ Predicate}, {@link _ClassPathElement_ Transformer} and {@link _ClassPathElement_ Factory} interfaces. These provide simple callbacks for processing with collections. </p> ',directive
' <p> This package contains implementations of the {',non-directive
'@link _ClassPathElement_ Closure}, {',non-directive
'@link _ClassPathElement_ Predicate}, {',non-directive
'@link _ClassPathElement_ Transformer} and {',non-directive
'@link _ClassPathElement_ Factory} interfaces. ',non-directive
'These provide simple callbacks for processing with collections. ',directive
'</p> ',non-directive
' <p> This package contains implementations of the {@link _ClassPathElement_ Iterator} interface. <p> You may also consider using  {@link _ClassPathElement_ _ClassElement_}, which is a single class that uses static methods to construct instances of the classes in this package. ',directive
' <p> This package contains implementations of the {',non-directive
'@link _ClassPathElement_ Iterator} interface. ',non-directive
'<p> You may also consider using  {',directive
'@link _ClassPathElement_ _ClassElement_}, which is a single class that uses static methods to construct instances of the classes in this package. ',non-directive
' <p>The \"split map\" concept is that of an object that implements the {@link _ClassPathElement_ Put} and {@link _ClassPathElement_ Get} interfaces, with <i>differing</i> generic types. This is like a pre-generics {@link _ClassPathElement_ Map} whose input _OSPathElement_value constraints are different than its output _OSPathElement_value constraints.  While it would be possible to declare a \"split map\" with matching _OSPathElement_output _OSPathElement_value constraints, this would be a {@link _ClassPathElement_ Map} and would therefore make little sense (any Commons Collections {@link _ClassPathElement_ Map} implementation will also implement {@link _ClassPathElement_ Put} and {@link _ClassPathElement_ Get} with matching generic parameters).  <p> The following decorators are provided: <ul> <li>Transformed - transforms each element added </ul> </pre> ',non-directive
' <p>The \"split map\" concept is that of an object that implements the {',non-directive
'@link _ClassPathElement_ Put} and {',non-directive
'@link _ClassPathElement_ Get} interfaces, with <i>differing</i> generic types. ',non-directive
'This is like a pre-generics {',non-directive
'@link _ClassPathElement_ Map} whose input _OSPathElement_value constraints are different than its output _OSPathElement_value constraints.  ',non-directive
'While it would be possible to declare a \"split map\" with matching _OSPathElement_output _OSPathElement_value constraints, this would be a {',non-directive
'@link _ClassPathElement_ Map} and would therefore make little sense (any Commons Collections {',non-directive
'@link _ClassPathElement_ Map} implementation will also implement {',non-directive
'@link _ClassPathElement_ Put} and {',non-directive
'@link _ClassPathElement_ Get} with matching generic parameters).  ',non-directive
'<p> The following decorators are provided: <ul> ',non-directive
'<li>Transformed - transforms each element added </ul> ',non-directive
'</pre> ',non-directive
' <p> This package contains implementations of the {@link _ClassPathElement_ Buffer} interface. <p> The following implementations are provided in the package: <ul> <li>_ClassElement_ - provides for removal based on a comparator ordering <li>_ClassElement_ - implements a buffer with a fixed size that throws exceptions when full <li>_ClassElement_ - implements a buffer with a fixed size that discards oldest when full <li>_ClassElement_ - implements a buffer that grows in size if necessary </ul> <p> The following decorators are provided in the package: <ul> <li>Synchronized - synchronizes method access for multi-threaded environments <li>Unmodifiable - ensures the collection cannot be altered <li>Predicated - ensures that only elements that are valid according to a predicate can be added <li>Typed - ensures that only elements that are of a specific type can be added <li>Transformed - transforms elements added to the buffer <li>Blocking - blocks on get and remove until an element is available </ul> </pre> ',directive
' <p> This package contains implementations of the {',non-directive
'@link _ClassPathElement_ Buffer} interface. ',non-directive
'<p> The following implementations are provided in the package: <ul> ',non-directive
'<li>_ClassElement_ - provides for removal based on a comparator ordering ',non-directive
'<li>_ClassElement_ - implements a buffer with a fixed size that throws exceptions when full ',non-directive
'<li>_ClassElement_ - implements a buffer with a fixed size that discards oldest when full ',non-directive
'<li>_ClassElement_ - implements a buffer that grows in size if necessary </ul> ',directive
'<p> The following decorators are provided in the package: <ul> ',non-directive
'<li>Synchronized - synchronizes method access for multi-threaded environments ',directive
'<li>Unmodifiable - ensures the collection cannot be altered ',non-directive
'<li>Predicated - ensures that only elements that are valid according to a predicate can be added ',directive
'<li>Typed - ensures that only elements that are of a specific type can be added ',directive
'<li>Transformed - transforms elements added to the buffer ',non-directive
'<li>Blocking - blocks on get and remove until an element is available </ul> ',non-directive
'</pre> ',non-directive
' <p> This package contains implementations of the {@link _ClassPathElement_ _ClassElement_}, {@link _ClassPathElement_ _ClassElement_} and  {@link _ClassPathElement_ _ClassElement_} interfaces. A _ClassElement_ is an extension to Map that allows keys and values to be looked up with equal ease. One example usage is a system communicating to a legacy datasource that must convert codes from the new format to the old format and vice versa. <p> The following implementations are provided in the package: <ul> <li>_ClassElement_ - uses two _ClassElement_ to implement _ClassElement_ <li>_ClassElement_ - uses two _ClassElement_ to implement _ClassElement_ <li>_ClassElement_ - red-black tree implementation of _ClassElement_ </ul> <p> The following decorators are provided in the package: <ul> <li>Unmodifiable - ensures the map cannot be altered <!-- <li>Synchronized - synchronizes method access for multi-threaded environments <li>Predicated - ensures that only elements that are valid according to a predicate can be added <li>Typed - ensures that only elements that are of a specific type can be added <li>Transformed - transforms each element added <li>_ClassElement_ - ensures that the size of the map cannot change <li>Lazy - creates objects in the map on demand <li>_ClassElement_ - ensures that insertion order is retained--> </ul> </pre> ',directive
' <p> This package contains implementations of the {',non-directive
'@link _ClassPathElement_ _ClassElement_}, {',non-directive
'@link _ClassPathElement_ _ClassElement_} and  {',non-directive
'@link _ClassPathElement_ _ClassElement_} interfaces. ',non-directive
'A _ClassElement_ is an extension to Map that allows keys and values to be looked up with equal ease. ',non-directive
'One example usage is a system communicating to a legacy datasource that must convert codes from the new format to the old format and vice versa. ',directive
'<p> The following implementations are provided in the package: <ul> ',non-directive
'<li>_ClassElement_ - uses two _ClassElement_ to implement _ClassElement_ ',non-directive
'<li>_ClassElement_ - uses two _ClassElement_ to implement _ClassElement_ ',non-directive
'<li>_ClassElement_ - red-black tree implementation of _ClassElement_ </ul> ',non-directive
'<p> The following decorators are provided in the package: <ul> ',non-directive
'<li>Unmodifiable - ensures the map cannot be altered <!-- ',non-directive
'<li>Synchronized - synchronizes method access for multi-threaded environments ',directive
'<li>Predicated - ensures that only elements that are valid according to a predicate can be added ',directive
'<li>Typed - ensures that only elements that are of a specific type can be added ',directive
'<li>Transformed - transforms each element added ',non-directive
'<li>_ClassElement_ - ensures that the size of the map cannot change ',non-directive
'<li>Lazy - creates objects in the map on demand ',non-directive
'<li>_ClassElement_ - ensures that insertion order is retained--> </ul> ',non-directive
'</pre> ',non-directive
' <p> This package contains implementations of collection and map related _OSPathElement_value classes. These are usually used in maps, however they can be used as data holders in any collection. <p> The following _OSPathElement_value designs are included: <ul> <li>Map Entry - various map entry implementations <li>_ClassElement_ - a key and value pair, without map entry semantics <li>_ClassElement_ - a holder of multiple keys tied together </ul> </pre> ',non-directive
' <p> This package contains implementations of collection and map related _OSPathElement_value classes. ',non-directive
'These are usually used in maps, however they can be used as data holders in any collection. ',non-directive
'<p> The following _OSPathElement_value designs are included: <ul> ',non-directive
'<li>Map Entry - various map entry implementations ',non-directive
'<li>_ClassElement_ - a key and value pair, without map entry semantics ',non-directive
'<li>_ClassElement_ - a holder of multiple keys tied together </ul> ',non-directive
'</pre> ',non-directive
' <p> This package contains implementations of the {@link _ClassPathElement_ Bag} and  {@link _ClassPathElement_ _ClassElement_} interfaces. A bag stores an object and a count of the number of occurences of the object. <p> The following implementations are provided in the package: <ul> <li>_ClassElement_ - implementation that uses a _ClassElement_ to store the data <li>_ClassElement_ - implementation that uses a _ClassElement_ to store the data </ul> <p> The following decorators are provided in the package: <ul> <li>Synchronized - synchronizes method access for multi-threaded environments <li>Unmodifiable - ensures the bag cannot be altered <li>Predicated - ensures that only elements that are valid according to a predicate can be added <li>Typed - ensures that only elements that are of a specific type can be added <li>Transformed - transforms each element added to the bag </ul> </pre> ',directive
' <p> This package contains implementations of the {',non-directive
'@link _ClassPathElement_ Bag} and  {',non-directive
'@link _ClassPathElement_ _ClassElement_} interfaces. ',non-directive
'A bag stores an object and a count of the number of occurences of the object. ',non-directive
'<p> The following implementations are provided in the package: <ul> ',non-directive
'<li>_ClassElement_ - implementation that uses a _ClassElement_ to store the data ',non-directive
'<li>_ClassElement_ - implementation that uses a _ClassElement_ to store the data </ul> ',non-directive
'<p> The following decorators are provided in the package: <ul> ',non-directive
'<li>Synchronized - synchronizes method access for multi-threaded environments ',directive
'<li>Unmodifiable - ensures the bag cannot be altered ',non-directive
'<li>Predicated - ensures that only elements that are valid according to a predicate can be added ',directive
'<li>Typed - ensures that only elements that are of a specific type can be added ',directive
'<li>Transformed - transforms each element added to the bag </ul> ',non-directive
'</pre> ',non-directive
' <p> This package contains implementations of the {@link _ClassPathElement_ Set} and {@link _ClassPathElement_ _ClassElement_} interfaces. <p> The implementations are in the form of direct implementations and decorators. A decorator wraps another implementation of the interface to add some specific additional functionality. <p> The following implementations are provided in the package: <ul> <li>_ClassElement_ - a set that combines multiple sets into one </ul> The following decorators are provided in the package: <ul> <li>Synchronized - synchronizes method access for multi-threaded environments <li>Unmodifiable - ensures the collection cannot be altered <li>Predicated - ensures that only elements that are valid according to a predicate can be added <li>Typed - ensures that only elements that are of a specific type can be added <li>Transformed - transforms each element added <li>_ClassElement_ - ensures that insertion order is retained <li>_ClassElement_ - a set formed by decorating a Map </ul> </pre> ',directive
' <p> This package contains implementations of the {',non-directive
'@link _ClassPathElement_ Set} and {',non-directive
'@link _ClassPathElement_ _ClassElement_} interfaces. ',non-directive
'<p> The implementations are in the form of direct implementations and decorators. ',non-directive
'A decorator wraps another implementation of the interface to add some specific additional functionality. ',directive
'<p> The following implementations are provided in the package: <ul> ',non-directive
'<li>_ClassElement_ - a set that combines multiple sets into one </ul> ',non-directive
'The following decorators are provided in the package: <ul> ',non-directive
'<li>Synchronized - synchronizes method access for multi-threaded environments ',directive
'<li>Unmodifiable - ensures the collection cannot be altered ',non-directive
'<li>Predicated - ensures that only elements that are valid according to a predicate can be added ',directive
'<li>Typed - ensures that only elements that are of a specific type can be added ',directive
'<li>Transformed - transforms each element added ',non-directive
'<li>_ClassElement_ - ensures that insertion order is retained ',non-directive
'<li>_ClassElement_ - a set formed by decorating a Map </ul> ',non-directive
'</pre> ',non-directive
' <p> This package contains implementations of the  {@link _ClassPathElement_ Map}, {@link _ClassPathElement_ _ClassElement_}, {@link _ClassPathElement_ _ClassElement_} and {@link _ClassPathElement_ _ClassElement_} interfaces. A Map provides a lookup from a key to a value. A number of implementations also support the new _ClassElement_ interface that enables simple iteration of map keys and values. <p> The following implementations are provided: <ul> <li>_ClassElement_ - map that compares keys in a case insensitive way <li>_ClassElement_ - map that combines multiple maps into a single view <li>_ClassElement_ - general purpose _ClassElement_ replacement supporting _ClassElement_ <li>_ClassElement_ - map that uses == for comparison instead of equals() <li>_ClassElement_ - designed for good performance at size 3 or less <li>_ClassElement_ - a hash map that maintains insertion order, supporting _ClassElement_ <li>_ClassElement_ - map that provides special methods for using more than one key to access the value <li>_ClassElement_ - allows the garbage collector to collect keys and values using equals() for comparison <li>_ClassElement_ - allows the garbage collector to collect keys and values using == for comparison <li>_ClassElement_ - a fully featured map to hold one key-value pair <li>_ClassElement_ - internally synchronized and designed for thread-contentious environments </ul> <p> The following decorators are provided: <ul> <li>Unmodifiable - ensures the collection cannot be altered <li>Predicated - ensures that only elements that are valid according to a predicate can be added <li>Typed - ensures that only elements that are of a specific type can be added <li>Transformed - transforms each element added <li>_ClassElement_ - ensures that the size of the map cannot change <li>Lazy - creates objects in the map on demand <li>_ClassElement_ - ensures that insertion order is retained </ul> </pre> ',directive
' <p> This package contains implementations of the  {',non-directive
'@link _ClassPathElement_ Map}, {',non-directive
'@link _ClassPathElement_ _ClassElement_}, {',non-directive
'@link _ClassPathElement_ _ClassElement_} and {',non-directive
'@link _ClassPathElement_ _ClassElement_} interfaces. ',non-directive
'A Map provides a lookup from a key to a value. ',non-directive
'A number of implementations also support the new _ClassElement_ interface that enables simple iteration of map keys and values. ',non-directive
'<p> The following implementations are provided: <ul> ',non-directive
'<li>_ClassElement_ - map that compares keys in a case insensitive way ',non-directive
'<li>_ClassElement_ - map that combines multiple maps into a single view ',non-directive
'<li>_ClassElement_ - general purpose _ClassElement_ replacement supporting _ClassElement_ ',non-directive
'<li>_ClassElement_ - map that uses == for comparison instead of equals() ',non-directive
'<li>_ClassElement_ - designed for good performance at size 3 or less ',directive
'<li>_ClassElement_ - a hash map that maintains insertion order, supporting _ClassElement_ ',non-directive
'<li>_ClassElement_ - map that provides special methods for using more than one key to access the value ',non-directive
'<li>_ClassElement_ - allows the garbage collector to collect keys and values using equals() for comparison ',non-directive
'<li>_ClassElement_ - allows the garbage collector to collect keys and values using == for comparison ',non-directive
'<li>_ClassElement_ - a fully featured map to hold one key-value pair ',non-directive
'<li>_ClassElement_ - internally synchronized and designed for thread-contentious environments </ul> ',directive
'<p> The following decorators are provided: <ul> ',non-directive
'<li>Unmodifiable - ensures the collection cannot be altered ',non-directive
'<li>Predicated - ensures that only elements that are valid according to a predicate can be added ',directive
'<li>Typed - ensures that only elements that are of a specific type can be added ',directive
'<li>Transformed - transforms each element added ',non-directive
'<li>_ClassElement_ - ensures that the size of the map cannot change ',non-directive
'<li>Lazy - creates objects in the map on demand ',non-directive
'<li>_ClassElement_ - ensures that insertion order is retained </ul> ',non-directive
'</pre> ',non-directive
' <p> This package contains implementations of the {@link _ClassPathElement_ Collection} interface. <p> The following implementations are provided in the package: <ul> <li>_ClassElement_ - a collection that combines multiple collections into one </ul> The following decorators are provided in the package: <ul> <li>Synchronized - synchronizes method access for multi-threaded environments <li>Unmodifiable - ensures the collection cannot be altered <li>Predicated - ensures that only elements that are valid according to a predicate can be added <li>Typed - ensures that only elements that are of a specific type can be added <li>Transformed - transforms elements as they are added </ul> </pre> ',directive
' <p> This package contains implementations of the {',non-directive
'@link _ClassPathElement_ Collection} interface. ',non-directive
'<p> The following implementations are provided in the package: <ul> ',non-directive
'<li>_ClassElement_ - a collection that combines multiple collections into one </ul> ',non-directive
'The following decorators are provided in the package: <ul> ',non-directive
'<li>Synchronized - synchronizes method access for multi-threaded environments ',directive
'<li>Unmodifiable - ensures the collection cannot be altered ',non-directive
'<li>Predicated - ensures that only elements that are valid according to a predicate can be added ',directive
'<li>Typed - ensures that only elements that are of a specific type can be added ',directive
'<li>Transformed - transforms elements as they are added </ul> ',non-directive
'</pre> ',non-directive
'  Provides for system input and output through data streams, serialization and the file system.  Unless otherwise noted, passing a null argument to a constructor or method in any class or interface in this package will cause a <tt>_ClassElement_</tt> to be thrown.  <h2>Package Specification</h2> <ul>   <li><a href=\"_ClassPathElement_\"> Java Object Serialization Specification </a> </ul>  <h2>Related Documentation</h2>  For overviews, tutorials, examples, guides, and tool documentation, please see: <ul>   <li><a href=\"_OSPathElement_serialization\">Serialization Enhancements</a> </ul>  @since _ClassPathElement_ ',directive
'  Provides for system input and output through data streams, serialization and the file system.  ',non-directive
'Unless otherwise noted, passing a null argument to a constructor or method in any class or interface in this package will cause a <tt>_ClassElement_</tt> to be thrown.  ',directive
'<h2>Package Specification</h2> <ul>   ',non-directive
'<li><a href=\"_ClassPathElement_\"> Java Object Serialization Specification </a> </ul>  ',non-directive
'<h2>Related Documentation</h2>  For overviews, tutorials, examples, guides, and tool documentation, please see: <ul>   ',non-directive
'<li><a href=\"_OSPathElement_serialization\">Serialization Enhancements</a> </ul>  ',non-directive
'@since _ClassPathElement_ ',non-directive
'  Provides the RMI package. RMI is Remote Method Invocation.  It is a mechanism that enables an object on one Java virtual machine to invoke methods on an object in another Java virtual machine.  Any object that can be invoked this way must implement the Remote interface. When such an object is invoked, its arguments are ``marshalled\'\' and sent from the local virtual machine to the remote one, where the arguments are ``unmarshalled.\'\'  When the method terminates, the results are marshalled from the remote machine and sent to the caller\'s virtual machine.  If the method invocation results in an exception being thrown, the exception is indicated to caller.  <!-- <h2>Package Specification</h2>  ##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT ##### <ul>   <li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a> </ul>  <h2>Related Documentation</h2>  For overviews, tutorials, examples, guides, and tool documentation, please see: <ul>   <li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a> </ul> -->  @since _ClassPathElement_ ',directive
'  Provides the RMI package. ',non-directive
'RMI is Remote Method Invocation.  ',directive
'It is a mechanism that enables an object on one Java virtual machine to invoke methods on an object in another Java virtual machine.  ',directive
'Any object that can be invoked this way must implement the Remote interface. ',directive
'When such an object is invoked, its arguments are ``marshalled\'\' and sent from the local virtual machine to the remote one, where the arguments are ``unmarshalled.\'\'  When the method terminates, the results are marshalled from the remote machine and sent to the caller\'s virtual machine.  ',directive
'If the method invocation results in an exception being thrown, the exception is indicated to caller.  ',directive
'<!-- <h2>Package Specification</h2>  ##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT ##### <ul>   ',non-directive
'<li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a> </ul>  ',non-directive
'<h2>Related Documentation</h2>  For overviews, tutorials, examples, guides, and tool documentation, please see: <ul>   ',non-directive
'<li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a> </ul> ',non-directive
'-->  ',non-directive
'@since _ClassPathElement_ ',non-directive
'  Provides support for RMI Object Activation.  A remote object\'s reference can be made ``persistent\'\' and later activated into a ``live\'\' object using the RMI activation mechanism.  <!-- <h2>Package Specification</h2>  ##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT ##### <ul>   <li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a> </ul>  <h2>Related Documentation</h2>  For overviews, tutorials, examples, guides, and tool documentation, please see: <ul>   <li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a> </ul> -->  @since _ClassPathElement_ ',non-directive
'  Provides support for RMI Object Activation.  ',non-directive
'A remote object\'s reference can be made ``persistent\'\' and later activated into a ``live\'\' object using the RMI activation mechanism.  ',non-directive
'<!-- <h2>Package Specification</h2>  ##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT ##### <ul>   ',non-directive
'<li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a> </ul>  ',non-directive
'<h2>Related Documentation</h2>  For overviews, tutorials, examples, guides, and tool documentation, please see: <ul>   ',non-directive
'<li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a> </ul> ',non-directive
'-->  ',non-directive
'@since _ClassPathElement_ ',non-directive
'  Provides classes and interface for RMI distributed garbage-collection (DGC).  When the RMI server returns an object to its client (caller of the remote method), it tracks the remote object\'s usage in the client. When there are no more references to the remote object on the client, or if the reference\'s ``lease\'\' expires and not renewed, the server garbage-collects the remote object.  <!-- <h2>Package Specification</h2>  ##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT ##### <ul>   <li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a> </ul>  <h2>Related Documentation</h2>  For overviews, tutorials, examples, guides, and tool documentation, please see: <ul>   <li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a> </ul> -->  @since _ClassPathElement_ ',directive
'  Provides classes and interface for RMI distributed garbage-collection (DGC).  ',non-directive
'When the RMI server returns an object to its client (caller of the remote method), it tracks the remote object\'s usage in the client. ',directive
'When there are no more references to the remote object on the client, or if the reference\'s ``lease\'\' expires and not renewed, the server garbage-collects the remote object.  ',non-directive
'<!-- <h2>Package Specification</h2>  ##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT ##### <ul>   ',non-directive
'<li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a> </ul>  ',non-directive
'<h2>Related Documentation</h2>  For overviews, tutorials, examples, guides, and tool documentation, please see: <ul>   ',non-directive
'<li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a> </ul> ',non-directive
'-->  ',non-directive
'@since _ClassPathElement_ ',non-directive
'  Provides classes and interfaces for supporting the server side of RMI.  A group of classes are used by the stubs and skeletons generated by the rmic stub compiler.  Another group of classes implements the RMI Transport protocol and HTTP tunneling.  <!-- <h2>Package Specification</h2>  ##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT ##### <ul>   <li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a> </ul>  <h2>Related Documentation</h2>  For overviews, tutorials, examples, guides, and tool documentation, please see: <ul>   <li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a> </ul> -->  @since _ClassPathElement_ ',non-directive
'  Provides classes and interfaces for supporting the server side of RMI.  ',non-directive
'A group of classes are used by the stubs and skeletons generated by the rmic stub compiler.  ',non-directive
'Another group of classes implements the RMI Transport protocol and HTTP tunneling.  ',non-directive
'<!-- <h2>Package Specification</h2>  ##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT ##### <ul>   ',non-directive
'<li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a> </ul>  ',non-directive
'<h2>Related Documentation</h2>  For overviews, tutorials, examples, guides, and tool documentation, please see: <ul>   ',non-directive
'<li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a> </ul> ',non-directive
'-->  ',non-directive
'@since _ClassPathElement_ ',non-directive
