text,comment__class
"@return the predicate\n ",non-directive
" Gets the value.\n\n ",non-directive
"@return the value\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Constructor that performs no validation.\n ",semi-directive
"Use <code>getInstance</code> if you want that.\n\n ",semi-directive
"@param object  the object to compare to\n",non-directive
" Transforms the input to result by doing nothing.\n\n ",non-directive
"@param input  the input object to transform\n ",non-directive
"@return the transformed result which is the input\n",non-directive
" Factory method that performs validation.\n ",non-directive
"<p>\n A null closure or zero count returns the <code>NOPClosure</code>.\n ",non-directive
"A count of one returns the specified closure.\n \n",non-directive
"@param count  the number of times to execute the closure\n ",non-directive
"@param closure  the closure to execute, not null\n ",null-directive
"@return the <code>for</code> closure\n",non-directive
" Gets the closure.\n \n",non-directive
"@return the closure\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Constructor that performs no validation.\n ",semi-directive
"Use <code>getInstance</code> if you want that.\n \n",semi-directive
"@param count  the number of times to execute the closure\n ",non-directive
"@param closure  the closure to execute, not null\n",null-directive
" Factory returning the singleton instance.\n\n ",non-directive
"@return the singleton instance\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Factory to create the predicate.\n ",non-directive
"<p>\n If the collection is size zero, the predicate always returns true.\n ",non-directive
"If the collection is size one, then that predicate is returned.\n\n ",non-directive
"@param predicates  the predicates to check, cloned, not null\n ",null-directive
"@return the <code>all</code> predicate\n ",non-directive
" Evaluates the predicate returning true if all predicates return true.\n \n",non-directive
"@param object  the input object\n ",non-directive
"@return true if all decorated predicates return true\n",non-directive
" Gets the predicates, do not modify the array.\n \n",non-directive
"@return the predicates\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Constructor that performs no validation.\n ",semi-directive
"Use <code>getInstance</code> if you want that.\n\n ",semi-directive
"@param predicates  the predicates to check, not cloned, not null\n",null-directive
" Transforms the input to result by calling a predicate.\n \n",non-directive
"@param input  the input object to transform\n ",non-directive
"@return the transformed result\n",non-directive
" Gets the predicate.\n \n",non-directive
"@return the predicate\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Constructor that performs no validation.\n ",semi-directive
"Use <code>getInstance</code> if you want that.\n \n",semi-directive
"@param predicate  the predicate to call, not null\n",null-directive
" Factory returning the singleton instance.\n \n",non-directive
"@return the singleton instance\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Transforms the input to result by cloning it.\n \n",non-directive
"@param input  the input object to transform\n ",non-directive
"@return the transformed result\n",non-directive
" Get a typed null instance.\n ",non-directive
"@param <I>\n ",non-directive
"@param <O>\n ",non-directive
"@return Transformer<I, O> that always returns null.\n",non-directive
" Constructor that performs no validation.\n ",semi-directive
"Use <code>getInstance</code> if you want that.\n \n",semi-directive
"@param constantToReturn  the constant to return each time\n",non-directive
" Gets the transformers, do not modify the array.\n \n",semi-directive
"@return the transformers\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Gets the default transformer.\n \n",non-directive
"@return the default transformer\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Get a typed instance.\n\n ",non-directive
"@return the singleton instance\n ",non-directive
"@since Commons Collections 3.1\n ",non-directive
"@deprecated use {@link #falsePredicate()} instead.\n",directive
" Get a typed instance.\n\n ",non-directive
"@return the singleton instance\n ",non-directive
"@since Commons Collections 5\n",non-directive
" Evaluates the predicate returning false always.\n\n ",non-directive
"@param object  the input object\n ",non-directive
"@return false always\n",non-directive
" Get a typed no-arg instance.\n ",non-directive
"@param <T>\n ",non-directive
"@return Transformer<Class<? extends T>, T>\n",non-directive
" Transforms the input Class object to a result by instantiation.\n\n ",non-directive
"@param input  the input object to transform\n ",non-directive
"@return the transformed result\n",non-directive
" Constructor that performs no validation.\n ",semi-directive
"Use <code>getInstance</code> if you want that.\n\n ",semi-directive
"@param paramTypes  the constructor parameter types, not cloned\n ",semi-directive
"@param args  the constructor arguments, not cloned\n",semi-directive
" Evaluates the predicate returning true if the object does not equal null.\n\n ",non-directive
"@param object  the object to evaluate\n ",non-directive
"@return true if not null\n",null-directive
" Factory to create the not predicate.\n \n",non-directive
"@param predicate  the predicate to decorate, not null\n ",null-directive
"@return the predicate\n ",non-directive
" Evaluates the predicate returning the opposite to the stored predicate.\n \n",non-directive
"@param object  the input object\n ",non-directive
"@return true if predicate returns false\n",non-directive
" Constructor that performs no validation.\n ",semi-directive
"Use <code>getInstance</code> if you want that.\n \n",semi-directive
"@param predicate  the predicate to call after the null check\n",non-directive
" Gets the predicate in use.\n \n",non-directive
"@return the predicate\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Gets the closure.\n \n",non-directive
"@return the closure\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Is the loop a do-while loop.\n \n",non-directive
"@return true is do-while, false if while\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Create a new Transformer that calls each transformer in turn, passing the \n result into the next transformer. ",non-directive
"The ordering is that of the iterator()\n method on the collection.\n \n",directive
"@param transformers  a collection of transformers to chain\n ",non-directive
"@return the <code>chained</code> transformer\n ",non-directive
" Factory method that performs validation.\n \n",non-directive
"@param transformer1  the first transformer, not null\n ",null-directive
"@param transformer2  the second transformer, not null\n ",null-directive
"@return the <code>chained</code> transformer\n ",non-directive
" Transforms the input to result via each decorated transformer\n \n ",non-directive
"@param object  the input object passed to the first transformer\n ",non-directive
"@return the transformed result\n",non-directive
" Gets the transformers, do not modify the array.\n ",non-directive
"@return the transformers\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Factory to create the predicate.\n\n ",non-directive
"@param predicates  the predicates to check, cloned, not null\n ",null-directive
"@return the <code>one</code> predicate\n ",non-directive
" Evaluates the predicate returning true if only one decorated predicate\n returns true.\n \n",non-directive
"@param object  the input object\n ",non-directive
"@return true if only one decorated predicate returns true\n",non-directive
" Gets the predicates, do not modify the array.\n \n",non-directive
"@return the predicates\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Constructor that performs no validation.\n ",semi-directive
"Use <code>getInstance</code> if you want that.\n \n",semi-directive
"@param predicates  the predicates to check, not cloned, not null\n",null-directive
" Evaluates the two arguments for their equality.\n \n",non-directive
"@param o1 the first object to be equated.\n ",non-directive
"@param o2 the second object to be equated.\n ",non-directive
"@return whether the two objects are equal.\n",non-directive
" Calculates the hash for the object, based on the method of equality used in the equate\n method. ",non-directive
"This is used for classes that delegate their {@link #equals(Object)} method to an\n Equator (and so must also delegate their {@link #hashCode()} method), or for implementations\n of {@link HashedMap} that use an Equator for the key objects.\n \n",directive
"@param o the object to calculate the hash for.\n ",non-directive
"@return the hash of the object.\n",non-directive
" Factory to create the null true predicate.\n \n",non-directive
"@param predicate  the predicate to decorate, not null\n ",null-directive
"@return the predicate\n ",non-directive
" Constructor that performs no validation.\n ",semi-directive
"Use <code>getInstance</code> if you want that.\n \n",semi-directive
"@param predicate  the predicate to call after the null check\n",non-directive
" Factory to create the null exception predicate.\n \n",non-directive
"@param predicate  the predicate to decorate, not null\n ",null-directive
"@return the predicate\n ",non-directive
" Constructor that performs no validation.\n ",semi-directive
"Use <code>getInstance</code> if you want that.\n \n",semi-directive
"@param predicate  the predicate to call after the null check\n",non-directive
" Factory returning the singleton instance.\n\n ",non-directive
"@return the singleton instance\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Factory method that performs validation.\n\n ",non-directive
"@param constantToReturn  the constant object to return each time in the factory\n ",non-directive
"@return the <code>constant</code> factory.\n",non-directive
" Constructor that performs no validation.\n ",semi-directive
"Use <code>getInstance</code> if you want that.\n \n",semi-directive
"@param constantToReturn  the constant to return each time\n",non-directive
" Factory returning the singleton instance.\n\n ",non-directive
"@return the singleton instance\n ",non-directive
"@since Commons Collections 3.1\n ",non-directive
"@deprecated use {@link #nullPredicate()} instead.\n",directive
" Factory returning the singleton instance.\n\n ",non-directive
"@return the singleton instance\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Evaluates the predicate returning true if the input is null.\n\n ",non-directive
"@param object  the input object\n ",non-directive
"@return true if input is null\n",non-directive
" Evaluates the predicate returning true if either predicate returns true.\n\n ",non-directive
"@param object  the input object\n ",non-directive
"@return true if either decorated predicate returns true\n",non-directive
" Gets the two predicates being decorated as an array.\n\n ",non-directive
"@return the predicates\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Constructor that performs no validation.\n ",semi-directive
"Use <code>getInstance</code> if you want that.\n\n ",semi-directive
"@param predicate1  the first predicate to check, not null\n ",null-directive
"@param predicate2  the second predicate to check, not null\n",null-directive
"\n Sets the iterator for this iterator to use.\n ",non-directive
"If iteration has started, this effectively resets the iterator.\n \n",non-directive
"@param iterator  the iterator to use\n",non-directive
" Removes the last retrieved element if a collection is attached.\n ",non-directive
"<p>\n Functions if an associated <code>Collection</code> is known.\n ",non-directive
"If so, the first occurrence of the last returned object from this\n iterator will be removed from the collection.\n\n ",non-directive
" Constructs a new <code>EnumerationIterator</code> that will remove\n elements from the specified collection.\n\n ",non-directive
"@param enumeration  the enumeration to use\n ",non-directive
"@param collection  the collection to remove elements from\n",non-directive
" Get a typed resettable empty iterator instance.\n ",non-directive
"@param <E>\n ",non-directive
"@return ResettableIterator<E>\n",non-directive
" Get a typed empty iterator instance.\n ",non-directive
"@param <E>\n ",non-directive
"@return Iterator<E>\n",non-directive
" Constructs an ObjectArrayIterator that will iterate over the values in the\n specified array from a specific start index.\n\n ",non-directive
"@param array  the array to iterate over\n ",non-directive
"@param start  the index to start iterating at\n ",non-directive
" Constructs an ArrayListIterator that will iterate over the values in the\n specified array from a specific start index.\n\n ",non-directive
"@param array  the array to iterate over\n ",non-directive
"@param startIndex  the index to start iterating at\n ",non-directive
" Returns whether this iterator has any more elements.\n ",non-directive
"<p>\n Returns false only if the list originally had zero elements, or\n all elements have been {@link #remove removed}.\n\n ",non-directive
"@return <code>true</code> if there are more elements\n",non-directive
" Returns the next object in the list.\n ",non-directive
"<p>\n If at the end of the list, returns the first element.\n\n ",directive
"@return the object after the last element returned\n ",non-directive
" Returns whether this iterator has any more previous elements.\n ",non-directive
"<p>\n Returns false only if the list originally had zero elements, or\n all elements have been {@link #remove removed}.\n\n ",non-directive
"@return <code>true</code> if there are more elements\n",non-directive
"\n Sets the iterator for this iterator to use.\n ",non-directive
"If iteration has started, this effectively resets the iterator.\n\n ",directive
"@param iterator  the iterator to use\n",non-directive
" Get the next object from the iterator.\n ",non-directive
"<p>\n This returns the single object if it hasn't been returned yet.\n\n ",directive
"@return the single object\n ",non-directive
" Constructs a new <code>SingletonIterator</code> optionally choosing if\n <code>remove</code> is a permitted operation.\n\n ",non-directive
"@param object  the single object to return from the iterator\n ",non-directive
"@param removeAllowed  true if remove is allowed\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Typed instance of the iterator.\n ",non-directive
"@param <E>\n ",non-directive
"@return OrderedIterator<E>\n",non-directive
" Constructs an ObjectArrayListIterator that will iterate over the values in the\n specified array from a specific start index.\n\n ",non-directive
"@param array  the array to iterate over\n ",non-directive
"@param start  the index to start iterating at\n ",non-directive
" Constructs a ObjectGraphIterator that will handle an iterator of iterators.\n ",non-directive
"<p>\n This constructor exists for convenience to emphasise that this class can\n be used to iterate over nested iterators. ",semi-directive
"That is to say that the iterator\n passed in here contains other iterators, which may in turn contain further\n iterators.\n \n",semi-directive
"@param rootIterator  the root iterator, null will result in an empty iterator\n",null-directive
" Checks whether the index is valid or not.\n \n",non-directive
"@param bound  the index to check\n ",non-directive
"@param type  the index type (for error messages)\n ",non-directive
" Constructs an ArrayIterator that will iterate over the values in the\n specified array from a specific start index.\n\n ",non-directive
"@param array  the array to iterate over.\n ",non-directive
"@param startIndex  the index to start iterating at.\n ",non-directive
" Construct an ArrayIterator that will iterate over a range of values \n in the specified array.\n\n ",non-directive
"@param array  the array to iterate over.\n ",non-directive
"@param startIndex  the index to start iterating at.\n ",non-directive
"@param endIndex  the index to finish iterating at.\n ",non-directive
" Get a typed instance of the iterator.\n ",non-directive
"@param <E>\n ",non-directive
"@return {@link ListIterator}<E>\n",non-directive
" Get a typed instance of the iterator.\n ",non-directive
"@param <K>\n ",non-directive
"@param <V>\n ",non-directive
"@return {@link OrderedMapIterator}<K, V>\n",non-directive
" Gets the next object from the iteration, transforming it using the\n current transformer. ",non-directive
"If the transformer is null, no transformation\n occurs and the object from the iterator is returned directly.\n \n",non-directive
"@return the next object\n ",non-directive
"\n Sets the iterator for this iterator to use.\n ",non-directive
"If iteration has started, this effectively resets the iterator.\n \n",directive
"@param iterator  the iterator to use\n",non-directive
"\n Sets the transformer this the iterator to use.\n ",non-directive
"A null transformer is a no-op transformer.\n \n",null-directive
"@param transformer  the transformer to use\n",non-directive
" Get the next object from the iterator.\n ",non-directive
"<p>\n This returns the single object if it hasn't been returned yet.\n\n ",directive
"@return the single object\n ",non-directive
" Get the previous object from the iterator.\n ",non-directive
"<p>\n This returns the single object if it has been returned.\n\n ",directive
"@return the single object\n ",non-directive
" Sets the value associated with the current key.\n\n ",non-directive
"@param value  the new value\n ",non-directive
"@return the previous value\n ",non-directive
" Decorates the specified iterator such that it cannot be modified.\n ",non-directive
"<p>\n If the iterator is already unmodifiable it is returned directly.\n\n ",directive
"@param iterator  the iterator to decorate\n ",non-directive
"\n Has the iterator any more elements.\n ",non-directive
"<p>\n Returns false only if the collection originally had zero elements, or\n all the elements have been {@link #remove removed}.\n \n",directive
"@return <code>true</code> if there are more elements\n",non-directive
" Constructor that wraps a collection.\n ",non-directive
"<p>\n There is no way to reset an Iterator instance without recreating it from\n the original source, so the Collection must be passed in.\n \n",directive
"@param coll  the collection to wrap\n ",non-directive
" Set the Iterator at the given index\n \n ",non-directive
"@param index index of the Iterator to replace\n ",non-directive
"@param iterator Iterator to place at the given index\n ",non-directive
" Constructs a new <code>IteratorChain</code> over the array of iterators.\n ",non-directive
"<p>\n This method takes an array of iterators. ",non-directive
"The newly constructed iterator\n will iterate through each one of the input iterators in turn.\n \n",semi-directive
"@param iteratorChain the array of iterators, not null\n ",null-directive
" Constructs a new <code>IteratorChain</code> over the collection of\n iterators.\n ",non-directive
"<p>\n This method takes a collection of iterators. ",non-directive
"The newly constructed\n iterator will iterate through each one of the input iterators in turn.\n \n",semi-directive
"@param iteratorChain the collection of iterators, not null\n ",null-directive
" Sets the iterator at the given index.\n \n",non-directive
"@param index index of the Iterator to replace\n ",non-directive
"@param iterator Iterator to place at the given index\n ",non-directive
" Constructs a new <code>CollatingIterator</code> that will used the\n specified comparator for ordering. ",non-directive
"Child iterators will have to be\n manually added using the {@link #addIterator(Iterator)} method.\n \n",directive
"@param comp the comparator to use to sort, or null to use natural sort\n order\n",non-directive
" Constructs a new <code>CollatingIterator</code> that will use the\n specified comparator to provide ordered iteration over the collection of\n iterators.\n \n",non-directive
"@param comp the comparator to use to sort, or null to use natural sort\n order\n ",null-directive
"@param iterators the collection of iterators\n ",non-directive
" Gets the previous element.\n ",non-directive
"The next element is the previous in the list.\n\n ",non-directive
"@return the previous element in the iterator\n",non-directive
" Transforms a key.\n ",non-directive
"<p>\n The transformer itself may throw an exception if necessary.\n\n ",directive
"@param object the object to transform\n ",non-directive
" Transforms a value.\n ",non-directive
"<p>\n The transformer itself may throw an exception if necessary.\n\n ",directive
"@param object the object to transform\n ",non-directive
" Adds the given element to this buffer.\n\n ",non-directive
"@param obj  the element to add\n ",non-directive
"@return true, always\n ",non-directive
" Adds an element to the buffer.\n ",non-directive
"<p>\n The element added will be sorted according to the comparator in use.\n\n ",non-directive
"@param element  the element to be added\n ",non-directive
"@return true always\n",non-directive
" Percolates element down heap from the position given by the index.\n ",non-directive
"<p>\n Assumes it is a minimum heap.\n\n ",directive
"@param index the index for the element\n",non-directive
" Percolates element down heap from the position given by the index.\n ",non-directive
"<p>\n Assumes it is a maximum heap.\n\n ",directive
"@param index the index of the element\n",non-directive
" Percolates element up heap from the position given by the index.\n ",non-directive
"<p>\n Assumes it is a minimum heap.\n\n ",directive
"@param index the index of the element to be percolated up\n",non-directive
" Percolates a new element up heap from the bottom.\n ",non-directive
"<p>\n Assumes it is a minimum heap.\n\n ",directive
"@param element the element\n",non-directive
" Percolates element up heap from from the position given by the index.\n ",non-directive
"<p>\n Assume it is a maximum heap.\n\n ",directive
"@param index the index of the element to be percolated up\n",non-directive
" Percolates a new element up heap from the bottom.\n ",non-directive
"<p>\n Assume it is a maximum heap.\n\n ",directive
"@param element the element\n",non-directive
" Compares two objects using the comparator if specified, or the\n natural order otherwise.\n \n",non-directive
"@param a  the first object\n ",non-directive
"@param b  the second object\n ",non-directive
"@return -ve if a less than b, 0 if they are equal, +ve if a greater than b\n",non-directive
" Returns a string representation of this heap.  ",non-directive
"The returned string\n is similar to those produced by standard JDK collections.\n\n ",semi-directive
"@return a string representation of this heap\n",non-directive
" Constructs a new <code>BoundedFifoBuffer</code> big enough to hold all\n of the elements in the specified collection. ",non-directive
"That collection's\n elements will also be added to the buffer.\n\n ",non-directive
"@param coll  the collection whose elements to add, may not be null\n ",null-directive
" If the buffer is full, the least recently added element is discarded so\n that a new element can be inserted.\n\n ",directive
"@param element the element to add\n ",non-directive
"@return true, always\n",non-directive
" Constructor that creates a buffer from the specified collection.\n ",non-directive
"The collection size also sets the buffer size\n\n ",non-directive
"@param coll  the collection to copy into the buffer, may not be null\n ",null-directive
" Gets the next value from the buffer, waiting until an object is\n added for up to the specified timeout value if the buffer is empty.\n\n ",non-directive
"@param timeout  the timeout value in milliseconds\n ",non-directive
"@since Commons Collections 3.2\n",non-directive
" Removes the next value from the buffer, waiting until an object is\n added for up to the specified timeout value if the buffer is empty.\n\n ",non-directive
"@param timeout  the timeout value in milliseconds\n ",non-directive
"@since Commons Collections 3.2\n",non-directive
" Creates a new instance of this object.\n\n ",non-directive
"@param normalMap  the normal direction map\n ",non-directive
"@param reverseMap  the reverse direction map\n ",non-directive
"@param inverseMap  the inverse BidiMap\n ",non-directive
"@return new bidi map\n",non-directive
" Obtains an ordered map iterator.\n ",non-directive
"<p>\n This implementation copies the elements to an ArrayList in order to\n provide the forward/backward behaviour.\n\n ",directive
"@return a new ordered map iterator\n",non-directive
" Constructor.\n ",non-directive
"@param bidi  the parent bidi map\n ",non-directive
"@param sm  the subMap sorted map\n",non-directive
" Creates a new instance of this object.\n \n",non-directive
"@param normalMap  the normal direction map\n ",non-directive
"@param reverseMap  the reverse direction map\n ",non-directive
"@param inverseBidiMap  the inverse BidiMap\n ",non-directive
"@return new bidi map\n",non-directive
"\n Constructs a <code>HashBidiMap</code> that decorates the specified maps.\n\n ",non-directive
"@param normalMap  the normal direction map\n ",non-directive
"@param reverseMap  the reverse direction map\n ",non-directive
"@param inverseBidiMap  the inverse BidiMap\n",non-directive
" Returns a set view of the keys contained in this map in key order.\n ",non-directive
"<p>\n The set is backed by the map, so changes to the map are reflected in\n the set, and vice-versa. ",directive
"If the map is modified while an iteration over\n the set is in progress, the results of the iteration are undefined.\n ",directive
"<p>\n The set supports element removal, which removes the corresponding mapping\n from the map. ",non-directive
"It does not support the add or addAll operations.\n\n ",directive
"@return a set view of the keys contained in this map.\n",non-directive
" Returns a set view of the entries contained in this map in key order.\n ",non-directive
"For simple iteration through the map, the MapIterator is quicker.\n ",semi-directive
"<p>\n The set is backed by the map, so changes to the map are reflected in\n the set, and vice-versa. ",directive
"If the map is modified while an iteration over\n the set is in progress, the results of the iteration are undefined.\n ",directive
"<p>\n The set supports element removal, which removes the corresponding mapping\n from the map. ",non-directive
"It does not support the add or addAll operations.\n ",directive
"The returned MapEntry objects do not support setValue.\n\n ",directive
"@return a set view of the values contained in this map.\n",non-directive
" Compares for equals as per the API.\n\n ",non-directive
"@param obj  the object to compare to\n ",non-directive
"@return true if equal\n",non-directive
" Creates a new instance of the subclass.\n\n ",non-directive
"@param normalMap  the normal direction map\n ",non-directive
"@param reverseMap  the reverse direction map\n ",non-directive
"@param inverseMap  this map, which is the inverse in the new map\n ",non-directive
"@return the inverse map\n",non-directive
" Gets a keySet view of the map.\n ",non-directive
"Changes made on the view are reflected in the map.\n ",directive
"The set supports remove and clear but not add.\n\n ",directive
"@return the keySet view\n",non-directive
" Gets a values view of the map.\n ",non-directive
"Changes made on the view are reflected in the map.\n ",directive
"The set supports remove and clear but not add.\n\n ",directive
"@return the values view\n",non-directive
" Gets an entrySet view of the map.\n ",non-directive
"Changes made on the set are reflected in the map.\n ",directive
"The set supports remove and clear but not add.\n ",directive
"<p>\n The Map Entry setValue() method only allow a new value to be set.\n ",directive
"If the value being set is already in the map, an IllegalArgumentException\n is thrown (as setValue cannot change the size of the map).\n\n ",directive
"@return the entrySet view\n",non-directive
" Creates an empty map, initialised by <code>createMap</code>.\n ",non-directive
"<p>\n This constructor remains in place for deserialization.\n ",non-directive
"All other usage is deprecated in favour of\n {@link #AbstractDualBidiMap(Map, Map)}.\n",directive
" Constructor.\n ",non-directive
"@param iterator  the iterator to decorate\n ",non-directive
"@param parent  the parent map\n",non-directive
" Constructor.\n ",non-directive
"@param entry  the entry to decorate\n ",non-directive
"@param parent  the parent map\n",non-directive
" Sets the value associated with the key direct onto the map.\n \n",non-directive
"@param value  the new value\n ",non-directive
"@return the old value\n ",non-directive
" Gets a hashCode compatible with the equals method.\n ",non-directive
"<p>\n Implemented per API documentation of {@link java.util.Map.Entry#hashCode()}\n \n ",non-directive
"@return a suitable hash code\n",non-directive
" Constructs a new entry with the given Map and key.\n\n ",non-directive
"@param map  the map\n ",non-directive
"@param key  the key\n",non-directive
" Gets the size of the list of keys.\n \n",non-directive
"@return the size of the list of keys\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Throws UnsupportedOperationException.\n \n",non-directive
"@param value  the new value\n ",non-directive
"@return the previous value\n ",non-directive
" Compares this <code>Map.Entry</code> with another <code>Map.Entry</code>.\n ",non-directive
"<p>\n Implemented per API documentation of {@link java.util.Map.Entry#equals(Object)}\n \n ",non-directive
"@param obj  the object to compare to\n ",non-directive
"@return true if equal key and value\n",non-directive
" Gets a hashCode compatible with the equals method.\n ",non-directive
"<p>\n Implemented per API documentation of {@link java.util.Map.Entry#hashCode()}\n \n ",non-directive
"@return a suitable hash code\n",non-directive
" Constructs a new pair with the specified key and given value.\n\n ",non-directive
"@param key  the key for the entry, may be null\n ",null-directive
"@param value  the value for the entry, may be null\n",null-directive
"\n Sets the value.\n\n ",non-directive
"@return the old value of the value\n ",non-directive
"@param value the new value\n ",non-directive
" Compares this <code>Map.Entry</code> with another <code>Map.Entry</code>.\n ",non-directive
"<p>\n Returns true if the compared object is also a <code>DefaultKeyValue</code>,\n and its key and value are equal to this object's key and value.\n \n",non-directive
"@param obj  the object to compare to\n ",non-directive
"@return true if equal key and value\n",non-directive
" Returns the number of occurrence of the given element in this bag by\n looking up its count in the underlying map.\n \n",non-directive
"@param object the object to search for\n ",non-directive
"@return the number of occurrences of the object, zero if not found\n",non-directive
" Determines if the bag contains the given element by checking if the\n underlying map contains the element as a key.\n \n",non-directive
"@param object the object to search for\n ",non-directive
"@return true if the bag contains the given element\n",non-directive
" Gets an iterator over the bag elements. ",non-directive
"Elements present in the Bag more\n than once will be returned repeatedly.\n \n",directive
"@return the iterator\n",non-directive
" Adds a new element to the bag, incrementing its count in the underlying\n map.\n \n",non-directive
"@param object the object to add\n ",non-directive
"@return <code>true</code> if the object was not already in the\n <code>uniqueSet</code>\n",non-directive
" Invokes {@link #add(Object)} for each element in the given collection.\n \n",directive
"@param coll the collection to add\n ",non-directive
"@return <code>true</code> if this call changed the bag\n",non-directive
" Removes a specified number of copies of an object from the bag.\n \n",non-directive
"@param object the object to remove\n ",non-directive
"@param nCopies the number of copies to remove\n ",non-directive
"@return true if the bag changed\n",non-directive
" Removes objects from the bag according to their count in the specified\n collection.\n \n",non-directive
"@param coll the collection to use\n ",non-directive
"@return true if the bag changed\n",non-directive
" Returns an array of all of this bag's elements.\n \n",non-directive
"@param array the array to populate\n ",non-directive
"@return an array of all of this bag's elements\n",non-directive
" Read the map in using a custom routine.\n ",non-directive
"@param map the map to use\n ",non-directive
"@param in the input stream\n ",non-directive
" Compares this Bag to another. ",non-directive
"This Bag equals another Bag if it contains\n the same number of occurrences of the same elements.\n \n",non-directive
"@param object the Bag to compare to\n ",non-directive
"@return true if equal\n",non-directive
" Gets a hash code for the Bag compatible with the definition of equals.\n ",non-directive
"The hash code is defined as the sum total of a hash code for each\n element. ",semi-directive
"The per element hash code is defined as\n <code>(e==null ? 0 : e.hashCode()) ^ noOccurances)</code>. ",non-directive
"This hash code\n is compatible with the Set interface.\n \n",semi-directive
"@return the hash code of the Bag\n",non-directive
" If a <code>CollectionMutator</code> is defined for this CompositeSet then this\n method will be called anyway.\n\n ",directive
"@param obj Object to be removed\n ",non-directive
"@return true if the object is removed, false otherwise\n",non-directive
" Constructs a new, empty map with the specified initial capacity and\n load factor.\n\n ",non-directive
"@param initialCapacity  the initial capacity\n ",non-directive
"@param loadFactor  the load factor\n ",non-directive
" Returns a set view of the mappings contained in this map.  ",non-directive
"Each element\n in the returned set is a <code>Map.Entry</code>.  ",non-directive
"The set is backed by the\n map, so changes to the map are reflected in the set, and vice-versa.\n ",directive
"If the map is modified while an iteration over the set is in progress,\n the results of the iteration are undefined.  ",directive
"The set supports element\n removal, which removes the corresponding mapping from the map, via the\n <tt>Iterator.remove</tt>, <tt>Set.remove</tt>, <tt>removeAll</tt>,\n <tt>retainAll</tt> and <tt>clear</tt> operations.  ",semi-directive
"It does not support\n the <tt>add</tt> or <tt>addAll</tt> operations.\n ",directive
"<p>\n This implementation returns a <code>CompositeSet</code> which\n composites the entry sets from all of the composited maps.\n\n ",non-directive
"@see CompositeSet\n ",non-directive
"@return a set view of the mappings contained in this map.\n",non-directive
" Returns a set view of the keys contained in this map.  ",non-directive
"The set is\n backed by the map, so changes to the map are reflected in the set, and\n vice-versa.  ",directive
"If the map is modified while an iteration over the set is\n in progress, the results of the iteration are undefined.  ",directive
"The set\n supports element removal, which removes the corresponding mapping from\n the map, via the <tt>Iterator.remove</tt>, <tt>Set.remove</tt>,\n <tt>removeAll</tt> <tt>retainAll</tt>, and <tt>clear</tt> operations.\n ",semi-directive
"It does not support the add or <tt>addAll</tt> operations.\n ",directive
"<p>\n This implementation returns a <code>CompositeSet</code> which\n composites the key sets from all of the composited maps.\n\n ",non-directive
"@return a set view of the keys contained in this map.\n",non-directive
" Returns a collection view of the values contained in this map.  ",non-directive
"The\n collection is backed by the map, so changes to the map are reflected in\n the collection, and vice-versa.  ",directive
"If the map is modified while an\n iteration over the collection is in progress, the results of the\n iteration are undefined.  ",directive
"The collection supports element removal,\n which removes the corresponding mapping from the map, via the\n <tt>Iterator.remove</tt>, <tt>Collection.remove</tt>,\n <tt>removeAll</tt>, <tt>retainAll</tt> and <tt>clear</tt> operations.\n ",semi-directive
"It does not support the add or <tt>addAll</tt> operations.\n\n ",directive
"@return a collection view of the values contained in this map.\n",non-directive
" Checks if this Map equals another as per the Map specification.\n\n ",non-directive
"@param obj  the object to compare to\n ",non-directive
"@return true if the maps are equal\n",non-directive
" Create a new CompositeMap with two composited Map instances.\n\n ",non-directive
"@param one  the first Map to be composited\n ",non-directive
"@param two  the second Map to be composited\n ",non-directive
" Create a new CompositeMap with two composited Map instances.\n\n ",non-directive
"@param one  the first Map to be composited\n ",non-directive
"@param two  the second Map to be composited\n ",non-directive
"@param mutator  MapMutator to be used for mutation operations\n",non-directive
" Create a new CompositeMap which composites all of the Map instances in the\n argument. ",non-directive
"It copies the argument array, it does not use it directly.\n\n ",directive
"@param composite  the Maps to be composited\n ",non-directive
" Create a new CompositeMap which composites all of the Map instances in the\n argument. ",non-directive
"It copies the argument array, it does not use it directly.\n\n ",directive
"@param composite  Maps to be composited\n ",non-directive
"@param mutator  MapMutator to be used for mutation operations\n",non-directive
